dataset,model,perturbation,param_value,auroc_baseline,auroc_ood,delta_auroc,p_value,p_value_fdr,significant
abundance_cirrhosis--stagediscovery,XGBoost,densification,0.521,0.9233,0.8974,0.0259,0.0258,0.12384,False
abundance_cirrhosis--stagediscovery,XGBoost,densification,0.649,0.9233,0.9148,0.0085,0.3153,0.5736423173803527,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=1 / highest_abundance,0.9233,0.9238,-0.0005,0.8471,0.9227110438729197,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=116 / highest_abundance,0.9233,0.8552,0.0681,0.0007,0.0112,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=144 / highest_abundance,0.9233,0.854,0.0692,0.0008,0.012255319148936171,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=173 / highest_abundance,0.9233,0.8341,0.0892,0.0005,0.009,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=202 / highest_abundance,0.9233,0.8299,0.0934,0.0004,0.007578947368421053,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=231 / highest_abundance,0.9233,0.8259,0.0973,0.0009,0.012960000000000001,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=260 / highest_abundance,0.9233,0.8472,0.0761,0.0083,0.059168316831683165,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=29 / highest_abundance,0.9233,0.914,0.0093,0.4828,0.7197018633540372,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=58 / highest_abundance,0.9233,0.8933,0.0299,0.043,0.17104972375690605,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=87 / highest_abundance,0.9233,0.8796,0.0436,0.018,0.10204724409448818,False
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.812,0.9233,0.9027,0.0205,0.0895,0.26947717842323654,False
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.848,0.9233,0.8823,0.041,0.0069,0.054,False
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.883,0.9233,0.8809,0.0424,0.0069,0.054,False
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.919,0.9233,0.8713,0.052,0.0014,0.01768421052631579,True
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.954,0.9233,0.8527,0.0706,0.0005,0.009,True
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.135,0.9278,0.8373,0.0905,0.1401,0.35393684210526316,False
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.26,0.9278,0.9144,0.0133,0.7364,0.8769078947368423,False
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.384,0.9278,0.9215,0.0063,0.8641,0.9307264573991032,False
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.509,0.9278,0.9264,0.0014,0.9705,0.9883544303797469,False
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.634,0.9278,0.9004,0.0273,0.4697,0.7074979079497908,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=1 / highest_abundance,0.9278,0.9257,0.0021,0.5987,0.8170786516853933,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=109 / highest_abundance,0.9278,0.8429,0.0849,0.0178,0.10204724409448818,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=131 / highest_abundance,0.9278,0.8128,0.115,0.0134,0.08237288135593221,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=153 / highest_abundance,0.9278,0.7889,0.1388,0.003,0.03085714285714286,True
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=175 / highest_abundance,0.9278,0.7966,0.1311,0.0045,0.04153846153846154,True
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=197 / highest_abundance,0.9278,0.845,0.0827,0.0356,0.15157894736842104,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=22 / highest_abundance,0.9278,0.9116,0.0161,0.4413,0.6957917570498915,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=44 / highest_abundance,0.9278,0.8892,0.0386,0.1545,0.3735302013422819,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=66 / highest_abundance,0.9278,0.8415,0.0863,0.0227,0.11420689655172413,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=88 / highest_abundance,0.9278,0.8661,0.0617,0.0379,0.15682758620689657,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.797,0.9278,0.9334,-0.0056,0.7896,0.9081661341853035,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.836,0.9278,0.9278,0.0,1.0,1.0,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.874,0.9278,0.9165,0.0112,0.7171,0.8690738255033559,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.913,0.9278,0.8962,0.0316,0.3902,0.6488314087759816,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.951,0.9278,0.8597,0.068,0.1295,0.34141935483870967,False
abundance_cirrhosis--stagevalidation,RF,densification,0.135,0.9488,0.8822,0.0666,0.129,0.34141935483870967,False
abundance_cirrhosis--stagevalidation,RF,densification,0.26,0.9488,0.9229,0.0259,0.4455,0.6957917570498915,False
abundance_cirrhosis--stagevalidation,RF,densification,0.384,0.9488,0.9621,-0.0133,0.6498,0.8339679144385027,False
abundance_cirrhosis--stagevalidation,RF,densification,0.509,0.9488,0.9684,-0.0196,0.3512,0.6061435406698564,False
abundance_cirrhosis--stagevalidation,RF,densification,0.634,0.9488,0.9523,-0.0035,0.7974,0.9113142857142857,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=1 / highest_abundance,0.9488,0.9495,-0.0007,0.974,0.9883544303797469,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=109 / highest_abundance,0.9488,0.9067,0.0421,0.0884,0.26742857142857146,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=131 / highest_abundance,0.9488,0.8941,0.0547,0.0868,0.26481355932203393,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=153 / highest_abundance,0.9488,0.8752,0.0736,0.0342,0.14923636363636364,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=175 / highest_abundance,0.9488,0.8534,0.0954,0.0286,0.1328516129032258,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=197 / highest_abundance,0.9488,0.8843,0.0645,0.0994,0.2874216867469879,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=22 / highest_abundance,0.9488,0.9243,0.0245,0.2911,0.5490471204188482,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=44 / highest_abundance,0.9488,0.9565,-0.0077,0.7496,0.8818823529411765,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=66 / highest_abundance,0.9488,0.918,0.0309,0.2505,0.5101016949152543,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=88 / highest_abundance,0.9488,0.9411,0.0077,0.7007,0.8638767123287672,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.797,0.9488,0.9236,0.0252,0.2078,0.4547598784194529,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.836,0.9488,0.9095,0.0393,0.1838,0.41878481012658225,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.874,0.9488,0.885,0.0638,0.0835,0.2569230769230769,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.913,0.9488,0.8562,0.0926,0.0295,0.1332,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.951,0.9488,0.824,0.1248,0.0078,0.05789690721649484,False
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.135,0.7756,0.676,0.0996,0.2774,0.5405837837837838,False
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.26,0.7756,0.5891,0.1865,0.0954,0.2826666666666667,False
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.384,0.7756,0.3506,0.425,0.0001,0.0024827586206896553,True
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.509,0.7756,0.5189,0.2567,0.0241,0.11884931506849315,False
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.634,0.7756,0.5245,0.2511,0.0225,0.11408450704225352,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=1 / highest_abundance,0.7279,0.8008,-0.0729,0.0979,0.2865425101214575,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=109 / highest_abundance,0.7279,0.6508,0.0771,0.4485,0.6975,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=131 / highest_abundance,0.7279,0.6536,0.0743,0.4798,0.7182037422037423,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=153 / highest_abundance,0.7279,0.6718,0.0561,0.5634,0.8000946745562131,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=175 / highest_abundance,0.7279,0.6213,0.1066,0.3047,0.562523076923077,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=197 / highest_abundance,0.7279,0.5933,0.1346,0.2171,0.4694054054054054,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=22 / highest_abundance,0.7279,0.6886,0.0393,0.6746,0.845157712305026,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=44 / highest_abundance,0.7279,0.6816,0.0463,0.649,0.8339679144385027,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=66 / highest_abundance,0.7279,0.6564,0.0715,0.4551,0.7006153846153846,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=88 / highest_abundance,0.7279,0.6564,0.0715,0.5104,0.7469268292682927,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.797,0.7756,0.7756,0.0,1.0,1.0,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.836,0.7756,0.7391,0.0365,0.5801,0.8063166023166023,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.874,0.7756,0.7546,0.021,0.7786,0.9012733118971061,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.913,0.7756,0.7475,0.0281,0.7123,0.8676486486486487,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.951,0.7756,0.8163,-0.0407,0.5983,0.8170786516853933,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.135,0.9018,0.8261,0.0757,0.2542,0.5155605633802817,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.26,0.9018,0.8499,0.0519,0.3764,0.636169014084507,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.384,0.9018,0.8976,0.0042,0.9363,0.9731879483500717,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.509,0.9018,0.9285,-0.0266,0.4875,0.7237113402061855,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.634,0.9018,0.8948,0.007,0.838,0.9227110438729197,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=1 / highest_abundance,0.9018,0.9158,-0.014,0.3588,0.6150857142857143,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=109 / highest_abundance,0.9018,0.899,0.0028,0.8844,0.9391858407079646,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=131 / highest_abundance,0.9018,0.878,0.0238,0.3348,0.592982800982801,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=153 / highest_abundance,0.9018,0.8569,0.0449,0.09,0.26947717842323654,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=175 / highest_abundance,0.9018,0.8612,0.0407,0.1408,0.3544615384615385,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=197 / highest_abundance,0.9018,0.8976,0.0042,0.8633,0.9307264573991032,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=22 / highest_abundance,0.9018,0.9046,-0.0028,0.8895,0.9432106038291604,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=44 / highest_abundance,0.9018,0.8962,0.0056,0.8012,0.9114312796208531,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=66 / highest_abundance,0.9018,0.892,0.0098,0.6633,0.8422857142857143,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=88 / highest_abundance,0.9018,0.899,0.0028,0.898,0.9480351906158359,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.797,0.9018,0.8822,0.0196,0.4438,0.6957917570498915,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.836,0.9018,0.8962,0.0056,0.8447,0.9227110438729197,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.874,0.9018,0.8892,0.0126,0.7058,0.8657172061328791,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.913,0.9018,0.8401,0.0617,0.0983,0.2865425101214575,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.951,0.9018,0.7714,0.1304,0.0062,0.0513103448275862,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.135,0.9173,0.7938,0.1234,0.0791,0.25295575221238936,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.26,0.9173,0.8668,0.0505,0.4223,0.6838385650224215,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.384,0.9173,0.885,0.0323,0.4857,0.7225289256198347,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.509,0.9173,0.9425,-0.0252,0.4641,0.7049620253164557,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.634,0.9173,0.899,0.0182,0.6762,0.845157712305026,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=1 / highest_abundance,0.9173,0.9229,-0.0056,0.4488,0.6975,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=109 / highest_abundance,0.9173,0.8752,0.0421,0.3804,0.6372837209302326,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=131 / highest_abundance,0.9173,0.7349,0.1823,0.0207,0.10958823529411765,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=153 / highest_abundance,0.9173,0.6802,0.237,0.0048,0.043555555555555556,True
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=175 / highest_abundance,0.9173,0.6311,0.2861,0.0015,0.018620689655172416,True
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=197 / highest_abundance,0.9173,0.69,0.2272,0.008,0.05818181818181818,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=22 / highest_abundance,0.9173,0.899,0.0182,0.5926,0.8155885714285714,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=44 / highest_abundance,0.9173,0.8724,0.0449,0.3404,0.5977756097560976,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=66 / highest_abundance,0.9173,0.8107,0.1066,0.0821,0.2558961038961039,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=88 / highest_abundance,0.9173,0.8597,0.0575,0.265,0.5314475138121546,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.797,0.9173,0.899,0.0182,0.329,0.589009900990099,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.836,0.9173,0.8836,0.0337,0.1751,0.4040769230769231,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.874,0.9173,0.878,0.0393,0.1543,0.3735302013422819,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.913,0.9173,0.8443,0.0729,0.0511,0.19657142857142856,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.951,0.9173,0.7896,0.1276,0.0125,0.07957894736842104,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.135,0.892,0.8443,0.0477,0.3398,0.5977756097560976,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.26,0.892,0.8934,-0.0014,0.971,0.9883544303797469,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.384,0.892,0.8794,0.0126,0.7809,0.9024847512038524,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.509,0.892,0.9158,-0.0238,0.4383,0.6951013215859031,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.634,0.892,0.8906,0.0014,0.9601,0.9861226818830242,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=1 / highest_abundance,0.892,0.8934,-0.0014,0.9413,0.9731879483500717,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=109 / highest_abundance,0.892,0.8107,0.0813,0.0794,0.25295575221238936,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=131 / highest_abundance,0.892,0.8492,0.0428,0.4453,0.6957917570498915,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=153 / highest_abundance,0.892,0.8275,0.0645,0.2201,0.4716428571428571,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=175 / highest_abundance,0.892,0.8142,0.0778,0.1636,0.3862032786885246,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=197 / highest_abundance,0.892,0.8268,0.0652,0.2379,0.4914154727793696,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=22 / highest_abundance,0.892,0.8738,0.0182,0.6381,0.828454054054054,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=44 / highest_abundance,0.892,0.8836,0.0084,0.8329,0.9227110438729197,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=66 / highest_abundance,0.892,0.8331,0.0589,0.2116,0.4602779456193354,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=88 / highest_abundance,0.892,0.8401,0.0519,0.2186,0.4712335329341317,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.797,0.892,0.8268,0.0652,0.1493,0.3668805460750853,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.836,0.892,0.8072,0.0849,0.0802,0.2532631578947368,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.874,0.892,0.7532,0.1388,0.0186,0.1038139534883721,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.913,0.892,0.7784,0.1136,0.0257,0.12384,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.951,0.892,0.7153,0.1767,0.003,0.03085714285714286,True
abundance_ibd,ContextTab,densification,0.135,0.9028,0.8115,0.0913,0.0221,0.11285106382978724,False
abundance_ibd,ContextTab,densification,0.261,0.9028,0.8219,0.0809,0.036,0.15157894736842104,False
abundance_ibd,ContextTab,densification,0.386,0.9028,0.868,0.0348,0.2156,0.46756626506024096,False
abundance_ibd,ContextTab,densification,0.511,0.9028,0.8904,0.0125,0.557,0.7957142857142857,False
abundance_ibd,ContextTab,densification,0.637,0.9028,0.9033,-0.0005,0.9737,0.9883544303797469,False
abundance_ibd,ContextTab,remove_features,k=1 / highest_abundance,0.9028,0.9068,-0.004,0.2382,0.4914154727793696,False
abundance_ibd,ContextTab,remove_features,k=123 / highest_abundance,0.9028,0.8584,0.0445,0.1628,0.385578947368421,False
abundance_ibd,ContextTab,remove_features,k=147 / highest_abundance,0.9028,0.8694,0.0334,0.2497,0.5101016949152543,False
abundance_ibd,ContextTab,remove_features,k=172 / highest_abundance,0.9028,0.8873,0.0155,0.5792,0.8063166023166023,False
abundance_ibd,ContextTab,remove_features,k=196 / highest_abundance,0.9028,0.8951,0.0078,0.7971,0.9113142857142857,False
abundance_ibd,ContextTab,remove_features,k=221 / highest_abundance,0.9028,0.9031,-0.0002,0.994,0.9981589958158995,False
abundance_ibd,ContextTab,remove_features,k=25 / highest_abundance,0.9028,0.9125,-0.0096,0.5691,0.803435294117647,False
abundance_ibd,ContextTab,remove_features,k=49 / highest_abundance,0.9028,0.9042,-0.0014,0.9458,0.9756103151862464,False
abundance_ibd,ContextTab,remove_features,k=74 / highest_abundance,0.9028,0.8711,0.0318,0.1119,0.30868965517241376,False
abundance_ibd,ContextTab,remove_features,k=98 / highest_abundance,0.9028,0.8687,0.0341,0.2222,0.4747299703264095,False
abundance_ibd,ContextTab,sparsity,0.8,0.9028,0.8927,0.0101,0.5746,0.8043029126213592,False
abundance_ibd,ContextTab,sparsity,0.838,0.9028,0.8791,0.0238,0.2882,0.5480738786279683,False
abundance_ibd,ContextTab,sparsity,0.876,0.9028,0.8595,0.0433,0.1433,0.35725951557093427,False
abundance_ibd,ContextTab,sparsity,0.914,0.9028,0.8334,0.0694,0.0532,0.20054450261780102,False
abundance_ibd,ContextTab,sparsity,0.952,0.9028,0.736,0.1668,0.0069,0.054,False
abundance_ibd,RF,densification,0.135,0.8762,0.6433,0.2329,0.0002,0.004363636363636364,True
abundance_ibd,RF,densification,0.261,0.8762,0.6701,0.2061,0.0001,0.0024827586206896553,True
abundance_ibd,RF,densification,0.386,0.8762,0.7334,0.1428,0.0055,0.04714285714285714,True
abundance_ibd,RF,densification,0.511,0.8762,0.8016,0.0746,0.0557,0.2075076923076923,False
abundance_ibd,RF,densification,0.637,0.8762,0.8673,0.0089,0.7717,0.8998834951456309,False
abundance_ibd,RF,remove_features,k=1 / highest_abundance,0.8762,0.8967,-0.0205,0.3742,0.6354339622641509,False
abundance_ibd,RF,remove_features,k=123 / highest_abundance,0.8762,0.8311,0.0452,0.1795,0.4105142857142858,False
abundance_ibd,RF,remove_features,k=147 / highest_abundance,0.8762,0.8456,0.0306,0.3571,0.6136324582338901,False
abundance_ibd,RF,remove_features,k=172 / highest_abundance,0.8762,0.8574,0.0188,0.502,0.7376326530612245,False
abundance_ibd,RF,remove_features,k=196 / highest_abundance,0.8762,0.8426,0.0336,0.296,0.5546805194805194,False
abundance_ibd,RF,remove_features,k=221 / highest_abundance,0.8762,0.8708,0.0054,0.8354,0.9227110438729197,False
abundance_ibd,RF,remove_features,k=25 / highest_abundance,0.8762,0.8186,0.0576,0.0296,0.1332,False
abundance_ibd,RF,remove_features,k=49 / highest_abundance,0.8762,0.8409,0.0353,0.2966,0.5546805194805194,False
abundance_ibd,RF,remove_features,k=74 / highest_abundance,0.8762,0.8511,0.0252,0.4231,0.6838385650224215,False
abundance_ibd,RF,remove_features,k=98 / highest_abundance,0.8762,0.8384,0.0379,0.2701,0.5328,False
abundance_ibd,RF,sparsity,0.8,0.8762,0.92,-0.0438,0.1796,0.4105142857142858,False
abundance_ibd,RF,sparsity,0.838,0.8762,0.8965,-0.0202,0.6216,0.8257416974169742,False
abundance_ibd,RF,sparsity,0.876,0.8762,0.8485,0.0278,0.606,0.8170786516853933,False
abundance_ibd,RF,sparsity,0.914,0.8762,0.7812,0.0951,0.1628,0.385578947368421,False
abundance_ibd,RF,sparsity,0.952,0.8762,0.7409,0.1353,0.0442,0.17485714285714288,False
abundance_ibd,TabDPT,densification,0.135,0.7986,0.4951,0.3035,0.0001,0.0024827586206896553,True
abundance_ibd,TabDPT,densification,0.261,0.7986,0.4188,0.3798,0.0,0.0,True
abundance_ibd,TabDPT,densification,0.386,0.7986,0.4809,0.3176,0.0001,0.0024827586206896553,True
abundance_ibd,TabDPT,densification,0.511,0.7986,0.5016,0.2969,0.0002,0.004363636363636364,True
abundance_ibd,TabDPT,densification,0.637,0.7986,0.4795,0.3191,0.0,0.0,True
abundance_ibd,TabDPT,remove_features,k=1 / highest_abundance,0.7746,0.7845,-0.0099,0.6556,0.8369361702127659,False
abundance_ibd,TabDPT,remove_features,k=123 / highest_abundance,0.7746,0.7238,0.0508,0.3136,0.5730761421319797,False
abundance_ibd,TabDPT,remove_features,k=147 / highest_abundance,0.7746,0.7398,0.0348,0.5652,0.8010708661417323,False
abundance_ibd,TabDPT,remove_features,k=172 / highest_abundance,0.7746,0.7727,0.0019,0.976,0.9883544303797469,False
abundance_ibd,TabDPT,remove_features,k=196 / highest_abundance,0.7746,0.7464,0.0282,0.5947,0.8155885714285714,False
abundance_ibd,TabDPT,remove_features,k=221 / highest_abundance,0.7746,0.7656,0.0089,0.8788,0.9369585798816569,False
abundance_ibd,TabDPT,remove_features,k=25 / highest_abundance,0.7746,0.7459,0.0287,0.4579,0.7029594882729211,False
abundance_ibd,TabDPT,remove_features,k=49 / highest_abundance,0.7746,0.7558,0.0188,0.7255,0.8735117056856188,False
abundance_ibd,TabDPT,remove_features,k=74 / highest_abundance,0.7746,0.7468,0.0278,0.6444,0.8329766606822261,False
abundance_ibd,TabDPT,remove_features,k=98 / highest_abundance,0.7746,0.7247,0.0499,0.3519,0.6061435406698564,False
abundance_ibd,TabDPT,sparsity,0.8,0.7986,0.8494,-0.0508,0.2799,0.541741935483871,False
abundance_ibd,TabDPT,sparsity,0.838,0.7986,0.8899,-0.0913,0.0695,0.2338317757009346,False
abundance_ibd,TabDPT,sparsity,0.876,0.7986,0.9007,-0.1021,0.0296,0.1332,False
abundance_ibd,TabDPT,sparsity,0.914,0.7986,0.92,-0.1214,0.0077,0.05775,False
abundance_ibd,TabDPT,sparsity,0.952,0.7986,0.8739,-0.0753,0.1507,0.36906122448979595,False
abundance_ibd,TabICL,densification,0.135,0.8739,0.6212,0.2527,0.0,0.0,True
abundance_ibd,TabICL,densification,0.261,0.8739,0.6612,0.2127,0.0,0.0,True
abundance_ibd,TabICL,densification,0.386,0.8739,0.6871,0.1868,0.0002,0.004363636363636364,True
abundance_ibd,TabICL,densification,0.511,0.8739,0.7435,0.1304,0.0073,0.05532631578947369,False
abundance_ibd,TabICL,densification,0.637,0.8739,0.8254,0.0485,0.0767,0.24972972972972973,False
abundance_ibd,TabICL,remove_features,k=1 / highest_abundance,0.8739,0.8932,-0.0193,0.0676,0.22958490566037734,False
abundance_ibd,TabICL,remove_features,k=123 / highest_abundance,0.8739,0.8348,0.0391,0.16,0.38272425249169434,False
abundance_ibd,TabICL,remove_features,k=147 / highest_abundance,0.8739,0.8311,0.0428,0.077,0.24972972972972973,False
abundance_ibd,TabICL,remove_features,k=172 / highest_abundance,0.8739,0.832,0.0419,0.1366,0.35000711743772245,False
abundance_ibd,TabICL,remove_features,k=196 / highest_abundance,0.8739,0.8372,0.0367,0.225,0.4766823529411765,False
abundance_ibd,TabICL,remove_features,k=221 / highest_abundance,0.8739,0.8612,0.0127,0.6693,0.8439509632224168,False
abundance_ibd,TabICL,remove_features,k=25 / highest_abundance,0.8739,0.8908,-0.0169,0.3491,0.6059423076923077,False
abundance_ibd,TabICL,remove_features,k=49 / highest_abundance,0.8739,0.8569,0.0169,0.4709,0.7078246346555324,False
abundance_ibd,TabICL,remove_features,k=74 / highest_abundance,0.8739,0.8612,0.0127,0.445,0.6957917570498915,False
abundance_ibd,TabICL,remove_features,k=98 / highest_abundance,0.8739,0.8456,0.0282,0.1923,0.432,False
abundance_ibd,TabICL,sparsity,0.8,0.8739,0.8899,-0.016,0.3033,0.5623033419023137,False
abundance_ibd,TabICL,sparsity,0.838,0.8739,0.8913,-0.0174,0.2682,0.5318901098901099,False
abundance_ibd,TabICL,sparsity,0.876,0.8739,0.8706,0.0033,0.8575,0.9284210526315789,False
abundance_ibd,TabICL,sparsity,0.914,0.8739,0.8174,0.0565,0.0827,0.2566551724137931,False
abundance_ibd,TabICL,sparsity,0.952,0.8739,0.7769,0.0969,0.0283,0.1323116883116883,False
abundance_ibd,TabPFN,densification,0.135,0.9195,0.6664,0.2532,0.0001,0.0024827586206896553,True
abundance_ibd,TabPFN,densification,0.261,0.9195,0.7031,0.2165,0.0007,0.0112,True
abundance_ibd,TabPFN,densification,0.386,0.9195,0.7727,0.1468,0.0012,0.015999999999999997,True
abundance_ibd,TabPFN,densification,0.511,0.9195,0.8551,0.0645,0.0421,0.1684,False
abundance_ibd,TabPFN,densification,0.637,0.9195,0.8955,0.024,0.2776,0.5405837837837838,False
abundance_ibd,TabPFN,remove_features,k=1 / highest_abundance,0.9195,0.9144,0.0052,0.4524,0.6989871244635193,False
abundance_ibd,TabPFN,remove_features,k=123 / highest_abundance,0.9195,0.8631,0.0565,0.135,0.34714285714285714,False
