dataset,model,perturbation,param_value,auroc_baseline,auroc_ood,delta_auroc,p_value,p_value_fdr,significant
abundance_ibd,TabPFN,remove_features,k=147 / highest_abundance,0.9195,0.8447,0.0748,0.0188,0.10412307692307693,False
abundance_ibd,TabPFN,remove_features,k=172 / highest_abundance,0.9195,0.8456,0.0739,0.0255,0.12384,False
abundance_ibd,TabPFN,remove_features,k=196 / highest_abundance,0.9195,0.8381,0.0814,0.0134,0.08237288135593221,False
abundance_ibd,TabPFN,remove_features,k=221 / highest_abundance,0.9195,0.8494,0.0701,0.0519,0.19667368421052633,False
abundance_ibd,TabPFN,remove_features,k=25 / highest_abundance,0.9195,0.8974,0.0221,0.1863,0.4218432601880878,False
abundance_ibd,TabPFN,remove_features,k=49 / highest_abundance,0.9195,0.8969,0.0226,0.4825,0.7197018633540372,False
abundance_ibd,TabPFN,remove_features,k=74 / highest_abundance,0.9195,0.8866,0.0329,0.2791,0.5416495956873315,False
abundance_ibd,TabPFN,remove_features,k=98 / highest_abundance,0.9195,0.8847,0.0348,0.3471,0.6059423076923077,False
abundance_ibd,TabPFN,sparsity,0.8,0.9195,0.8951,0.0245,0.2974,0.5547357512953367,False
abundance_ibd,TabPFN,sparsity,0.838,0.9195,0.8668,0.0527,0.0655,0.22726066350710902,False
abundance_ibd,TabPFN,sparsity,0.876,0.9195,0.8536,0.0659,0.0993,0.2874216867469879,False
abundance_ibd,TabPFN,sparsity,0.914,0.9195,0.8113,0.1082,0.0307,0.13729192546583852,False
abundance_ibd,TabPFN,sparsity,0.952,0.9195,0.7755,0.144,0.0109,0.072,False
abundance_ibd,XGBoost,densification,0.135,0.7581,0.6546,0.1035,0.1102,0.3066254826254826,False
abundance_ibd,XGBoost,densification,0.261,0.7581,0.696,0.0621,0.3163,0.5736423173803527,False
abundance_ibd,XGBoost,densification,0.386,0.7581,0.7336,0.0245,0.587,0.8143352601156069,False
abundance_ibd,XGBoost,densification,0.511,0.7581,0.7186,0.0395,0.284,0.5465106382978724,False
abundance_ibd,XGBoost,densification,0.637,0.7581,0.7779,-0.0198,0.4902,0.72547022587269,False
abundance_ibd,XGBoost,remove_features,k=1 / highest_abundance,0.7581,0.7831,-0.0249,0.2721,0.5352786885245902,False
abundance_ibd,XGBoost,remove_features,k=123 / highest_abundance,0.7581,0.7275,0.0306,0.64,0.8287769784172662,False
abundance_ibd,XGBoost,remove_features,k=147 / highest_abundance,0.7581,0.7308,0.0273,0.6762,0.845157712305026,False
abundance_ibd,XGBoost,remove_features,k=172 / highest_abundance,0.7581,0.7449,0.0132,0.8426,0.9227110438729197,False
abundance_ibd,XGBoost,remove_features,k=196 / highest_abundance,0.7581,0.7449,0.0132,0.8375,0.9227110438729197,False
abundance_ibd,XGBoost,remove_features,k=221 / highest_abundance,0.7581,0.8066,-0.0485,0.4522,0.6989871244635193,False
abundance_ibd,XGBoost,remove_features,k=25 / highest_abundance,0.7581,0.7727,-0.0146,0.7724,0.8998834951456309,False
abundance_ibd,XGBoost,remove_features,k=49 / highest_abundance,0.7581,0.7308,0.0273,0.6043,0.8170786516853933,False
abundance_ibd,XGBoost,remove_features,k=74 / highest_abundance,0.7581,0.7374,0.0207,0.7751,0.900116129032258,False
abundance_ibd,XGBoost,remove_features,k=98 / highest_abundance,0.7581,0.7859,-0.0278,0.6773,0.845157712305026,False
abundance_ibd,XGBoost,sparsity,0.8,0.7581,0.8409,-0.0828,0.1297,0.34141935483870967,False
abundance_ibd,XGBoost,sparsity,0.838,0.7581,0.7953,-0.0372,0.5361,0.7765301204819277,False
abundance_ibd,XGBoost,sparsity,0.876,0.7581,0.7299,0.0282,0.6965,0.863132530120482,False
abundance_ibd,XGBoost,sparsity,0.914,0.7581,0.6696,0.0885,0.2308,0.48306976744186053,False
abundance_ibd,XGBoost,sparsity,0.952,0.7581,0.6558,0.1024,0.1944,0.432,False
abundance_obesity,ContextTab,densification,0.139,0.6635,0.5253,0.1381,0.0022,0.025142857142857144,True
abundance_obesity,ContextTab,densification,0.267,0.6635,0.5195,0.144,0.0009,0.012960000000000001,True
abundance_obesity,ContextTab,densification,0.396,0.6635,0.5587,0.1048,0.0096,0.06776470588235294,False
abundance_obesity,ContextTab,densification,0.524,0.6635,0.5585,0.105,0.0022,0.025142857142857144,True
abundance_obesity,ContextTab,densification,0.653,0.6635,0.5831,0.0804,0.0038,0.036000000000000004,True
abundance_obesity,ContextTab,remove_features,k=1 / highest_abundance,0.6635,0.6719,-0.0084,0.069,0.23323943661971835,False
abundance_obesity,ContextTab,remove_features,k=103 / highest_abundance,0.6635,0.6379,0.0256,0.4617,0.7042881355932203,False
abundance_obesity,ContextTab,remove_features,k=129 / highest_abundance,0.6635,0.65,0.0135,0.7079,0.8668163265306122,False
abundance_obesity,ContextTab,remove_features,k=155 / highest_abundance,0.6635,0.6447,0.0187,0.6019,0.8170786516853933,False
abundance_obesity,ContextTab,remove_features,k=180 / highest_abundance,0.6635,0.6844,-0.0209,0.5419,0.780336,False
abundance_obesity,ContextTab,remove_features,k=206 / highest_abundance,0.6635,0.6578,0.0057,0.8797,0.9369585798816569,False
abundance_obesity,ContextTab,remove_features,k=232 / highest_abundance,0.6635,0.6424,0.0211,0.5893,0.8143877159309022,False
abundance_obesity,ContextTab,remove_features,k=26 / highest_abundance,0.6635,0.682,-0.0185,0.4044,0.6659178082191781,False
abundance_obesity,ContextTab,remove_features,k=52 / highest_abundance,0.6635,0.6692,-0.0057,0.8445,0.9227110438729197,False
abundance_obesity,ContextTab,remove_features,k=78 / highest_abundance,0.6635,0.6325,0.031,0.3858,0.644491879350348,False
abundance_obesity,ContextTab,sparsity,0.816,0.6635,0.6657,-0.0023,0.9111,0.9562565597667638,False
abundance_obesity,ContextTab,sparsity,0.851,0.6635,0.6188,0.0447,0.1085,0.3048093385214008,False
abundance_obesity,ContextTab,sparsity,0.886,0.6635,0.5974,0.066,0.0537,0.201375,False
abundance_obesity,ContextTab,sparsity,0.92,0.6635,0.5847,0.0788,0.0409,0.16543820224719102,False
abundance_obesity,ContextTab,sparsity,0.955,0.6635,0.5569,0.1065,0.0119,0.07714285714285715,False
abundance_obesity,RF,densification,0.139,0.6384,0.4513,0.1871,0.0002,0.004363636363636364,True
abundance_obesity,RF,densification,0.267,0.6384,0.4783,0.1601,0.0012,0.015999999999999997,True
abundance_obesity,RF,densification,0.396,0.6384,0.5166,0.1218,0.0119,0.07714285714285715,False
abundance_obesity,RF,densification,0.524,0.6384,0.5553,0.0831,0.0516,0.19657142857142856,False
abundance_obesity,RF,densification,0.653,0.6384,0.5924,0.046,0.0902,0.26947717842323654,False
abundance_obesity,RF,remove_features,k=1 / highest_abundance,0.6384,0.6502,-0.0118,0.6596,0.8405522123893805,False
abundance_obesity,RF,remove_features,k=103 / highest_abundance,0.6384,0.6188,0.0196,0.6325,0.8272839059674503,False
abundance_obesity,RF,remove_features,k=129 / highest_abundance,0.6384,0.6386,-0.0002,0.9962,0.998974930362117,False
abundance_obesity,RF,remove_features,k=155 / highest_abundance,0.6384,0.6419,-0.0035,0.9376,0.9731879483500717,False
abundance_obesity,RF,remove_features,k=180 / highest_abundance,0.6384,0.6517,-0.0133,0.7485,0.8818823529411765,False
abundance_obesity,RF,remove_features,k=206 / highest_abundance,0.6384,0.6712,-0.0328,0.4604,0.703796178343949,False
abundance_obesity,RF,remove_features,k=232 / highest_abundance,0.6384,0.6341,0.0042,0.923,0.9659302325581396,False
abundance_obesity,RF,remove_features,k=26 / highest_abundance,0.6384,0.6015,0.0369,0.3352,0.592982800982801,False
abundance_obesity,RF,remove_features,k=52 / highest_abundance,0.6384,0.6224,0.016,0.7127,0.8676486486486487,False
abundance_obesity,RF,remove_features,k=78 / highest_abundance,0.6384,0.605,0.0334,0.4907,0.72547022587269,False
abundance_obesity,RF,sparsity,0.816,0.6384,0.6306,0.0078,0.7961,0.9113142857142857,False
abundance_obesity,RF,sparsity,0.851,0.6384,0.6303,0.0081,0.8178,0.9200250000000001,False
abundance_obesity,RF,sparsity,0.886,0.6384,0.6166,0.0218,0.563,0.8000946745562131,False
abundance_obesity,RF,sparsity,0.92,0.6384,0.6204,0.018,0.6681,0.8439509632224168,False
abundance_obesity,RF,sparsity,0.955,0.6384,0.5924,0.046,0.3123,0.5730761421319797,False
abundance_obesity,TabDPT,densification,0.139,0.6129,0.5095,0.1035,0.0347,0.1496047904191617,False
abundance_obesity,TabDPT,densification,0.267,0.6129,0.4589,0.154,0.0029,0.030705882352941177,True
abundance_obesity,TabDPT,densification,0.396,0.6129,0.466,0.1469,0.006,0.05082352941176471,False
abundance_obesity,TabDPT,densification,0.524,0.6129,0.4609,0.152,0.0035,0.03405405405405405,True
abundance_obesity,TabDPT,densification,0.653,0.6129,0.5176,0.0953,0.0562,0.2075076923076923,False
abundance_obesity,TabDPT,remove_features,k=1 / highest_abundance,0.6117,0.6143,-0.0025,0.8685,0.933313432835821,False
abundance_obesity,TabDPT,remove_features,k=103 / highest_abundance,0.6117,0.5767,0.0351,0.3402,0.5977756097560976,False
abundance_obesity,TabDPT,remove_features,k=129 / highest_abundance,0.6117,0.5634,0.0483,0.2429,0.49825641025641026,False
abundance_obesity,TabDPT,remove_features,k=155 / highest_abundance,0.6117,0.5806,0.0312,0.4601,0.703796178343949,False
abundance_obesity,TabDPT,remove_features,k=180 / highest_abundance,0.6117,0.623,-0.0112,0.7839,0.9033984,False
abundance_obesity,TabDPT,remove_features,k=206 / highest_abundance,0.6117,0.5935,0.0182,0.6727,0.845157712305026,False
abundance_obesity,TabDPT,remove_features,k=232 / highest_abundance,0.6117,0.5634,0.0483,0.2854,0.5465106382978724,False
abundance_obesity,TabDPT,remove_features,k=26 / highest_abundance,0.6117,0.5685,0.0432,0.1198,0.3254943396226415,False
abundance_obesity,TabDPT,remove_features,k=52 / highest_abundance,0.6117,0.5356,0.0762,0.0109,0.072,False
abundance_obesity,TabDPT,remove_features,k=78 / highest_abundance,0.6117,0.5753,0.0364,0.3038,0.5623033419023137,False
abundance_obesity,TabDPT,sparsity,0.816,0.6129,0.667,-0.0541,0.0734,0.24353917050691248,False
abundance_obesity,TabDPT,sparsity,0.851,0.6129,0.6435,-0.0306,0.3806,0.6372837209302326,False
abundance_obesity,TabDPT,sparsity,0.886,0.6129,0.6611,-0.0482,0.1947,0.432,False
abundance_obesity,TabDPT,sparsity,0.92,0.6129,0.6133,-0.0003,0.9935,0.9981589958158995,False
abundance_obesity,TabDPT,sparsity,0.955,0.6129,0.5831,0.0298,0.515,0.7506072874493928,False
abundance_obesity,TabICL,densification,0.139,0.6973,0.561,0.1363,0.0037,0.03552,True
abundance_obesity,TabICL,densification,0.267,0.6973,0.5459,0.1514,0.0014,0.01768421052631579,True
abundance_obesity,TabICL,densification,0.396,0.6973,0.5782,0.1191,0.0068,0.054,False
abundance_obesity,TabICL,densification,0.524,0.6973,0.608,0.0893,0.0178,0.10204724409448818,False
abundance_obesity,TabICL,densification,0.653,0.6973,0.6281,0.0692,0.023,0.11420689655172413,False
abundance_obesity,TabICL,remove_features,k=1 / highest_abundance,0.6973,0.6903,0.007,0.4113,0.6730363636363637,False
abundance_obesity,TabICL,remove_features,k=103 / highest_abundance,0.6973,0.6884,0.0089,0.7182,0.8690738255033559,False
abundance_obesity,TabICL,remove_features,k=129 / highest_abundance,0.6973,0.7001,-0.0027,0.9189,0.9630393013100438,False
abundance_obesity,TabICL,remove_features,k=155 / highest_abundance,0.6973,0.6818,0.0155,0.5998,0.8170786516853933,False
abundance_obesity,TabICL,remove_features,k=180 / highest_abundance,0.6973,0.6835,0.0138,0.6386,0.828454054054054,False
abundance_obesity,TabICL,remove_features,k=206 / highest_abundance,0.6973,0.6855,0.0119,0.7194,0.8690738255033559,False
abundance_obesity,TabICL,remove_features,k=232 / highest_abundance,0.6973,0.6725,0.0248,0.4769,0.71535,False
abundance_obesity,TabICL,remove_features,k=26 / highest_abundance,0.6973,0.6914,0.0059,0.7304,0.87672,False
abundance_obesity,TabICL,remove_features,k=52 / highest_abundance,0.6973,0.664,0.0333,0.1317,0.34141935483870967,False
abundance_obesity,TabICL,remove_features,k=78 / highest_abundance,0.6973,0.6613,0.036,0.1692,0.39298064516129033,False
abundance_obesity,TabICL,sparsity,0.816,0.6973,0.6923,0.005,0.8034,0.912378548895899,False
abundance_obesity,TabICL,sparsity,0.851,0.6973,0.6641,0.0332,0.2338,0.4851181556195966,False
abundance_obesity,TabICL,sparsity,0.886,0.6973,0.6409,0.0565,0.0799,0.2532631578947368,False
abundance_obesity,TabICL,sparsity,0.92,0.6973,0.6353,0.062,0.0789,0.25295575221238936,False
abundance_obesity,TabICL,sparsity,0.955,0.6973,0.6241,0.0732,0.0605,0.21780000000000002,False
abundance_obesity,TabPFN,densification,0.139,0.6315,0.5436,0.088,0.0666,0.22726066350710902,False
abundance_obesity,TabPFN,densification,0.267,0.6315,0.4242,0.2073,0.0,0.0,True
abundance_obesity,TabPFN,densification,0.396,0.6315,0.5356,0.096,0.016,0.09442622950819672,False
abundance_obesity,TabPFN,densification,0.524,0.6315,0.5695,0.062,0.0782,0.25248430493273544,False
abundance_obesity,TabPFN,densification,0.653,0.6315,0.5858,0.0458,0.1321,0.34141935483870967,False
abundance_obesity,TabPFN,remove_features,k=1 / highest_abundance,0.6315,0.627,0.0046,0.6312,0.8272839059674503,False
abundance_obesity,TabPFN,remove_features,k=103 / highest_abundance,0.6315,0.6457,-0.0141,0.6921,0.8591586206896552,False
abundance_obesity,TabPFN,remove_features,k=129 / highest_abundance,0.6315,0.6192,0.0123,0.7624,0.8925658536585366,False
abundance_obesity,TabPFN,remove_features,k=155 / highest_abundance,0.6315,0.6021,0.0295,0.4637,0.7049620253164557,False
abundance_obesity,TabPFN,remove_features,k=180 / highest_abundance,0.6315,0.5944,0.0371,0.3656,0.6222978723404254,False
abundance_obesity,TabPFN,remove_features,k=206 / highest_abundance,0.6315,0.582,0.0495,0.2672,0.5314475138121546,False
abundance_obesity,TabPFN,remove_features,k=232 / highest_abundance,0.6315,0.587,0.0445,0.3082,0.5675294117647058,False
abundance_obesity,TabPFN,remove_features,k=26 / highest_abundance,0.6315,0.6396,-0.008,0.7358,0.8769078947368423,False
abundance_obesity,TabPFN,remove_features,k=52 / highest_abundance,0.6315,0.6182,0.0134,0.6689,0.8439509632224168,False
abundance_obesity,TabPFN,remove_features,k=78 / highest_abundance,0.6315,0.6249,0.0066,0.8514,0.9232048192771085,False
abundance_obesity,TabPFN,sparsity,0.816,0.6315,0.6322,-0.0006,0.9794,0.989015427769986,False
abundance_obesity,TabPFN,sparsity,0.851,0.6315,0.6209,0.0107,0.7321,0.8769078947368423,False
abundance_obesity,TabPFN,sparsity,0.886,0.6315,0.6017,0.0298,0.4217,0.6838385650224215,False
abundance_obesity,TabPFN,sparsity,0.92,0.6315,0.5863,0.0452,0.2666,0.5314475138121546,False
abundance_obesity,TabPFN,sparsity,0.955,0.6315,0.5528,0.0788,0.0663,0.22726066350710902,False
abundance_obesity,XGBoost,densification,0.139,0.6272,0.5602,0.0671,0.0817,0.2558961038961039,False
abundance_obesity,XGBoost,densification,0.267,0.6272,0.5378,0.0895,0.0126,0.07957894736842104,False
abundance_obesity,XGBoost,densification,0.396,0.6272,0.5871,0.0401,0.2194,0.47154626865671645,False
abundance_obesity,XGBoost,densification,0.524,0.6272,0.5806,0.0467,0.1016,0.2905714285714286,False
abundance_obesity,XGBoost,densification,0.653,0.6272,0.5904,0.0368,0.1194,0.3254943396226415,False
abundance_obesity,XGBoost,remove_features,k=1 / highest_abundance,0.6272,0.6241,0.0032,0.8444,0.9227110438729197,False
abundance_obesity,XGBoost,remove_features,k=103 / highest_abundance,0.6272,0.6515,-0.0243,0.5397,0.7787254509018035,False
abundance_obesity,XGBoost,remove_features,k=129 / highest_abundance,0.6272,0.5841,0.0432,0.345,0.6043795620437956,False
abundance_obesity,XGBoost,remove_features,k=155 / highest_abundance,0.6272,0.6322,-0.0049,0.9057,0.9533684210526314,False
abundance_obesity,XGBoost,remove_features,k=180 / highest_abundance,0.6272,0.6074,0.0199,0.6347,0.8272839059674503,False
abundance_obesity,XGBoost,remove_features,k=206 / highest_abundance,0.6272,0.6023,0.0249,0.5719,0.8035087719298245,False
abundance_obesity,XGBoost,remove_features,k=232 / highest_abundance,0.6272,0.5577,0.0695,0.1546,0.3735302013422819,False
abundance_obesity,XGBoost,remove_features,k=26 / highest_abundance,0.6272,0.6354,-0.0082,0.8076,0.9142641509433962,False
abundance_obesity,XGBoost,remove_features,k=52 / highest_abundance,0.6272,0.6115,0.0157,0.6897,0.8576580310880829,False
abundance_obesity,XGBoost,remove_features,k=78 / highest_abundance,0.6272,0.6338,-0.0066,0.8791,0.9369585798816569,False
abundance_obesity,XGBoost,sparsity,0.816,0.6272,0.6157,0.0115,0.6993,0.8638767123287672,False
abundance_obesity,XGBoost,sparsity,0.851,0.6272,0.6116,0.0156,0.6513,0.8344056939501779,False
abundance_obesity,XGBoost,sparsity,0.886,0.6272,0.5798,0.0474,0.2251,0.4766823529411765,False
abundance_obesity,XGBoost,sparsity,0.92,0.6272,0.5972,0.03,0.4949,0.7301803278688526,False
abundance_obesity,XGBoost,sparsity,0.955,0.6272,0.5676,0.0596,0.1934,0.432,False
abundance_t2d,ContextTab,densification,0.147,0.7521,0.6569,0.0952,0.0011,0.015529411764705884,True
abundance_t2d,ContextTab,densification,0.283,0.7521,0.6489,0.1032,0.0003,0.005999999999999999,True
abundance_t2d,ContextTab,densification,0.42,0.7521,0.6731,0.079,0.0023,0.025476923076923074,True
abundance_t2d,ContextTab,densification,0.556,0.7521,0.6633,0.0887,0.0004,0.007578947368421053,True
abundance_t2d,ContextTab,densification,0.693,0.7521,0.6977,0.0544,0.0041,0.038337662337662344,True
abundance_t2d,ContextTab,remove_features,k=1 / highest_abundance,0.7521,0.7537,-0.0016,0.8444,0.9227110438729197,False
abundance_t2d,ContextTab,remove_features,k=127 / highest_abundance,0.7521,0.7506,0.0015,0.933,0.9731879483500717,False
abundance_t2d,ContextTab,remove_features,k=159 / highest_abundance,0.7521,0.741,0.0111,0.5629,0.8000946745562131,False
abundance_t2d,ContextTab,remove_features,k=191 / highest_abundance,0.7521,0.744,0.0081,0.6884,0.857522491349481,False
abundance_t2d,ContextTab,remove_features,k=222 / highest_abundance,0.7521,0.7417,0.0104,0.6155,0.8221892393320965,False
abundance_t2d,ContextTab,remove_features,k=254 / highest_abundance,0.7521,0.741,0.0111,0.6194,0.82434011090573,False
abundance_t2d,ContextTab,remove_features,k=286 / highest_abundance,0.7521,0.7294,0.0227,0.3298,0.589009900990099,False
abundance_t2d,ContextTab,remove_features,k=32 / highest_abundance,0.7521,0.7414,0.0107,0.4236,0.6838385650224215,False
abundance_t2d,ContextTab,remove_features,k=64 / highest_abundance,0.7521,0.7525,-0.0004,0.9789,0.989015427769986,False
abundance_t2d,ContextTab,remove_features,k=96 / highest_abundance,0.7521,0.7636,-0.0115,0.5055,0.7412627291242362,False
abundance_t2d,ContextTab,sparsity,0.856,0.7521,0.7436,0.0085,0.5781,0.8063166023166023,False
abundance_t2d,ContextTab,sparsity,0.883,0.7521,0.7192,0.0329,0.0653,0.22726066350710902,False
abundance_t2d,ContextTab,sparsity,0.91,0.7521,0.7202,0.0319,0.1306,0.34141935483870967,False
abundance_t2d,ContextTab,sparsity,0.937,0.7521,0.6968,0.0553,0.0216,0.1110857142857143,False
abundance_t2d,ContextTab,sparsity,0.963,0.7521,0.6844,0.0676,0.0097,0.06780582524271844,False
abundance_t2d,RF,densification,0.147,0.7215,0.5244,0.1971,0.0,0.0,True
abundance_t2d,RF,densification,0.283,0.7215,0.5196,0.2018,0.0,0.0,True
abundance_t2d,RF,densification,0.42,0.7215,0.6201,0.1014,0.0025,0.026865671641791045,True
abundance_t2d,RF,densification,0.556,0.7215,0.6545,0.0669,0.0144,0.0864,False
abundance_t2d,RF,densification,0.693,0.7215,0.7187,0.0028,0.875,0.9361069836552749,False
abundance_t2d,RF,remove_features,k=1 / highest_abundance,0.7215,0.718,0.0035,0.8055,0.9133228346456693,False
abundance_t2d,RF,remove_features,k=127 / highest_abundance,0.7215,0.6708,0.0507,0.0327,0.14444171779141105,False
abundance_t2d,RF,remove_features,k=159 / highest_abundance,0.7215,0.7264,-0.0049,0.8389,0.9227110438729197,False
abundance_t2d,RF,remove_features,k=191 / highest_abundance,0.7215,0.7101,0.0113,0.6671,0.8439509632224168,False
abundance_t2d,RF,remove_features,k=222 / highest_abundance,0.7215,0.7081,0.0133,0.6348,0.8272839059674503,False
abundance_t2d,RF,remove_features,k=254 / highest_abundance,0.7215,0.7174,0.0041,0.8834,0.9391858407079646,False
abundance_t2d,RF,remove_features,k=286 / highest_abundance,0.7215,0.7111,0.0104,0.7094,0.8671782682512734,False
abundance_t2d,RF,remove_features,k=32 / highest_abundance,0.7215,0.6972,0.0243,0.2987,0.5557209302325582,False
abundance_t2d,RF,remove_features,k=64 / highest_abundance,0.7215,0.7113,0.0102,0.6467,0.8339679144385027,False
abundance_t2d,RF,remove_features,k=96 / highest_abundance,0.7215,0.7102,0.0113,0.6754,0.845157712305026,False
abundance_t2d,RF,sparsity,0.856,0.7215,0.7138,0.0077,0.6305,0.8272839059674503,False
abundance_t2d,RF,sparsity,0.883,0.7215,0.704,0.0175,0.3752,0.6356329411764706,False
abundance_t2d,RF,sparsity,0.91,0.7215,0.6943,0.0272,0.2508,0.5101016949152543,False
abundance_t2d,RF,sparsity,0.937,0.7215,0.6899,0.0316,0.2328,0.48443930635838156,False
abundance_t2d,RF,sparsity,0.963,0.7215,0.6983,0.0232,0.4042,0.6659178082191781,False
abundance_t2d,TabDPT,densification,0.147,0.6831,0.5014,0.1816,0.0,0.0,True
abundance_t2d,TabDPT,densification,0.283,0.6831,0.5332,0.1499,0.0003,0.005999999999999999,True
abundance_t2d,TabDPT,densification,0.42,0.6831,0.4832,0.1999,0.0,0.0,True
abundance_t2d,TabDPT,densification,0.556,0.6831,0.4866,0.1965,0.0,0.0,True
abundance_t2d,TabDPT,densification,0.693,0.6831,0.5572,0.1259,0.0021,0.02478688524590164,True
abundance_t2d,TabDPT,remove_features,k=1 / highest_abundance,0.6865,0.7064,-0.0198,0.1467,0.36296907216494845,False
abundance_t2d,TabDPT,remove_features,k=127 / highest_abundance,0.6865,0.6201,0.0665,0.0384,0.1579885714285714,False
abundance_t2d,TabDPT,remove_features,k=159 / highest_abundance,0.6865,0.6194,0.0671,0.0364,0.15237209302325583,False
abundance_t2d,TabDPT,remove_features,k=191 / highest_abundance,0.6865,0.6518,0.0348,0.2885,0.5480738786279683,False
abundance_t2d,TabDPT,remove_features,k=222 / highest_abundance,0.6865,0.6748,0.0117,0.7174,0.8690738255033559,False
abundance_t2d,TabDPT,remove_features,k=254 / highest_abundance,0.6865,0.6937,-0.0071,0.8195,0.9204992199687987,False
abundance_t2d,TabDPT,remove_features,k=286 / highest_abundance,0.6865,0.6756,0.0109,0.7334,0.8769078947368423,False
abundance_t2d,TabDPT,remove_features,k=32 / highest_abundance,0.6865,0.6149,0.0716,0.0016,0.01952542372881356,True
abundance_t2d,TabDPT,remove_features,k=64 / highest_abundance,0.6865,0.5943,0.0922,0.0025,0.026865671641791045,True
abundance_t2d,TabDPT,remove_features,k=96 / highest_abundance,0.6865,0.6396,0.0469,0.1621,0.385578947368421,False
abundance_t2d,TabDPT,sparsity,0.856,0.6831,0.7327,-0.0497,0.0035,0.03405405405405405,True
abundance_t2d,TabDPT,sparsity,0.883,0.6831,0.7091,-0.026,0.2034,0.4464878048780488,False
abundance_t2d,TabDPT,sparsity,0.91,0.6831,0.7279,-0.0449,0.0418,0.16813407821229048,False
abundance_t2d,TabDPT,sparsity,0.937,0.6831,0.7196,-0.0366,0.1306,0.34141935483870967,False
abundance_t2d,TabDPT,sparsity,0.963,0.6831,0.6885,-0.0055,0.8385,0.9227110438729197,False
abundance_t2d,TabICL,densification,0.147,0.7618,0.5639,0.1979,0.0,0.0,True
abundance_t2d,TabICL,densification,0.283,0.7618,0.6057,0.1561,0.0,0.0,True
abundance_t2d,TabICL,densification,0.42,0.7618,0.6392,0.1226,0.0,0.0,True
abundance_t2d,TabICL,densification,0.556,0.7618,0.6533,0.1085,0.0,0.0,True
abundance_t2d,TabICL,densification,0.693,0.7618,0.7159,0.0459,0.0206,0.10958823529411765,False
abundance_t2d,TabICL,remove_features,k=1 / highest_abundance,0.7618,0.7627,-0.0009,0.834,0.9227110438729197,False
abundance_t2d,TabICL,remove_features,k=127 / highest_abundance,0.7618,0.7692,-0.0074,0.6266,0.8272839059674503,False
abundance_t2d,TabICL,remove_features,k=159 / highest_abundance,0.7618,0.755,0.0068,0.7004,0.8638767123287672,False
abundance_t2d,TabICL,remove_features,k=191 / highest_abundance,0.7618,0.7467,0.0151,0.4327,0.6907849223946785,False
abundance_t2d,TabICL,remove_features,k=222 / highest_abundance,0.7618,0.7388,0.023,0.2884,0.5480738786279683,False
abundance_t2d,TabICL,remove_features,k=254 / highest_abundance,0.7618,0.7266,0.0352,0.1265,0.3373333333333333,False
abundance_t2d,TabICL,remove_features,k=286 / highest_abundance,0.7618,0.7149,0.0469,0.0514,0.19657142857142856,False
abundance_t2d,TabICL,remove_features,k=32 / highest_abundance,0.7618,0.7638,-0.002,0.8463,0.9227110438729197,False
abundance_t2d,TabICL,remove_features,k=64 / highest_abundance,0.7618,0.7544,0.0074,0.5538,0.7927157057654075,False
abundance_t2d,TabICL,remove_features,k=96 / highest_abundance,0.7618,0.7715,-0.0097,0.5319,0.7736727272727273,False
abundance_t2d,TabICL,sparsity,0.856,0.7618,0.7591,0.0027,0.7679,0.8975454545454546,False
abundance_t2d,TabICL,sparsity,0.883,0.7618,0.7552,0.0066,0.605,0.8170786516853933,False
abundance_t2d,TabICL,sparsity,0.91,0.7618,0.7485,0.0133,0.4068,0.6671890660592256,False
abundance_t2d,TabICL,sparsity,0.937,0.7618,0.7318,0.03,0.1194,0.3254943396226415,False
abundance_t2d,TabICL,sparsity,0.963,0.7618,0.7186,0.0432,0.0495,0.19264864864864864,False
abundance_t2d,TabPFN,densification,0.147,0.7324,0.5848,0.1476,0.0003,0.005999999999999999,True
abundance_t2d,TabPFN,densification,0.283,0.7324,0.5598,0.1725,0.0,0.0,True
abundance_t2d,TabPFN,densification,0.42,0.7324,0.6258,0.1066,0.0023,0.025476923076923074,True
abundance_t2d,TabPFN,densification,0.556,0.7324,0.6251,0.1073,0.0008,0.012255319148936171,True
abundance_t2d,TabPFN,densification,0.693,0.7324,0.6825,0.0499,0.0358,0.15157894736842104,False
abundance_t2d,TabPFN,remove_features,k=1 / highest_abundance,0.7324,0.7169,0.0155,0.108,0.3048093385214008,False
abundance_t2d,TabPFN,remove_features,k=127 / highest_abundance,0.7324,0.7133,0.0191,0.4323,0.6907849223946785,False
abundance_t2d,TabPFN,remove_features,k=159 / highest_abundance,0.7324,0.7048,0.0276,0.2689,0.5318901098901099,False
abundance_t2d,TabPFN,remove_features,k=191 / highest_abundance,0.7324,0.7089,0.0235,0.3487,0.6059423076923077,False
abundance_t2d,TabPFN,remove_features,k=222 / highest_abundance,0.7324,0.7199,0.0125,0.6254,0.8272839059674503,False
abundance_t2d,TabPFN,remove_features,k=254 / highest_abundance,0.7324,0.7182,0.0142,0.5931,0.8155885714285714,False
abundance_t2d,TabPFN,remove_features,k=286 / highest_abundance,0.7324,0.7089,0.0235,0.3632,0.6196777251184834,False
abundance_t2d,TabPFN,remove_features,k=32 / highest_abundance,0.7324,0.7125,0.0198,0.2848,0.5465106382978724,False
abundance_t2d,TabPFN,remove_features,k=64 / highest_abundance,0.7324,0.7006,0.0318,0.1442,0.3580137931034483,False
