dataset,model,perturbation,param_value,auroc_baseline,auroc_ood,delta_auroc,p_value,p_value_fdr,significant
abundance_ibd,ContextTab,remove_features,k=172 / highest_abundance,0.9028,0.8944,0.0085,0.6273,0.8363999999999999,False
abundance_ibd,ContextTab,remove_features,k=196 / highest_abundance,0.9028,0.8955,0.0073,0.6702,0.8616857142857144,False
abundance_ibd,ContextTab,remove_features,k=221 / highest_abundance,0.9028,0.8948,0.008,0.6763,0.865274336283186,False
abundance_ibd,ContextTab,remove_features,k=25 / highest_abundance,0.9028,0.9104,-0.0075,0.5994,0.8247771428571429,False
abundance_ibd,ContextTab,remove_features,k=49 / highest_abundance,0.9028,0.9075,-0.0047,0.7721,0.9024545454545455,False
abundance_ibd,ContextTab,remove_features,k=74 / highest_abundance,0.9028,0.876,0.0268,0.1889,0.5251274131274132,False
abundance_ibd,ContextTab,remove_features,k=98 / highest_abundance,0.9028,0.8776,0.0252,0.2516,0.6063411371237459,False
abundance_ibd,ContextTab,sparsity,0.8,0.9028,0.8908,0.012,0.4183,0.7417058823529411,False
abundance_ibd,ContextTab,sparsity,0.838,0.9028,0.8922,0.0106,0.5683,0.800421052631579,False
abundance_ibd,ContextTab,sparsity,0.876,0.9028,0.8866,0.0162,0.4469,0.7454794520547945,False
abundance_ibd,ContextTab,sparsity,0.914,0.9028,0.8548,0.048,0.1339,0.44219178082191785,False
abundance_ibd,ContextTab,sparsity,0.952,0.9028,0.8369,0.0659,0.0739,0.2895652173913043,False
abundance_ibd,RF,densification,0.135,0.8762,0.6144,0.2619,0.0,0.0,True
abundance_ibd,RF,densification,0.261,0.8762,0.6727,0.2035,0.0001,0.0024000000000000002,True
abundance_ibd,RF,densification,0.386,0.8762,0.7104,0.1659,0.0001,0.0024000000000000002,True
abundance_ibd,RF,densification,0.511,0.8762,0.7506,0.1256,0.0052,0.05128767123287671,False
abundance_ibd,RF,densification,0.637,0.8762,0.8414,0.0348,0.1999,0.5410827067669173,False
abundance_ibd,RF,remove_features,k=1 / highest_abundance,0.8762,0.8967,-0.0205,0.3742,0.717127659574468,False
abundance_ibd,RF,remove_features,k=123 / highest_abundance,0.8762,0.8513,0.0249,0.3697,0.7155483870967742,False
abundance_ibd,RF,remove_features,k=147 / highest_abundance,0.8762,0.8656,0.0106,0.6987,0.8764181184668989,False
abundance_ibd,RF,remove_features,k=172 / highest_abundance,0.8762,0.8416,0.0346,0.2719,0.6262857142857143,False
abundance_ibd,RF,remove_features,k=196 / highest_abundance,0.8762,0.9024,-0.0261,0.3244,0.6789767441860466,False
abundance_ibd,RF,remove_features,k=221 / highest_abundance,0.8762,0.9075,-0.0313,0.2907,0.6440123076923077,False
abundance_ibd,RF,remove_features,k=25 / highest_abundance,0.8762,0.8642,0.012,0.5631,0.800421052631579,False
abundance_ibd,RF,remove_features,k=49 / highest_abundance,0.8762,0.8652,0.0111,0.7191,0.8896082474226803,False
abundance_ibd,RF,remove_features,k=74 / highest_abundance,0.8762,0.8675,0.0087,0.763,0.8961827079934748,False
abundance_ibd,RF,remove_features,k=98 / highest_abundance,0.8762,0.8871,-0.0108,0.6645,0.8574193548387097,False
abundance_ibd,RF,sparsity,0.8,0.8762,0.9327,-0.0565,0.0455,0.21274838709677418,False
abundance_ibd,RF,sparsity,0.838,0.8762,0.9064,-0.0301,0.4191,0.7417058823529411,False
abundance_ibd,RF,sparsity,0.876,0.8762,0.892,-0.0158,0.7311,0.8907290969899666,False
abundance_ibd,RF,sparsity,0.914,0.8762,0.8407,0.0355,0.5064,0.7822869379014988,False
abundance_ibd,RF,sparsity,0.952,0.8762,0.7932,0.0831,0.1571,0.487551724137931,False
abundance_ibd,TabDPT,densification,0.135,0.7986,0.5468,0.2518,0.0007,0.010285714285714285,True
abundance_ibd,TabDPT,densification,0.261,0.7986,0.4762,0.3224,0.0,0.0,True
abundance_ibd,TabDPT,densification,0.386,0.7986,0.5741,0.2245,0.0095,0.08008988764044946,False
abundance_ibd,TabDPT,densification,0.511,0.7986,0.5506,0.248,0.0024,0.028799999999999996,True
abundance_ibd,TabDPT,densification,0.637,0.7986,0.4791,0.3195,0.0001,0.0024000000000000002,True
abundance_ibd,TabDPT,remove_features,k=1 / highest_abundance,0.7746,0.7845,-0.0099,0.6556,0.8543652802893309,False
abundance_ibd,TabDPT,remove_features,k=123 / highest_abundance,0.7746,0.7341,0.0405,0.4332,0.7454794520547945,False
abundance_ibd,TabDPT,remove_features,k=147 / highest_abundance,0.7746,0.7266,0.048,0.436,0.7454794520547945,False
abundance_ibd,TabDPT,remove_features,k=172 / highest_abundance,0.7746,0.7558,0.0188,0.7416,0.8914056761268782,False
abundance_ibd,TabDPT,remove_features,k=196 / highest_abundance,0.7746,0.7492,0.0254,0.6393,0.8445798165137615,False
abundance_ibd,TabDPT,remove_features,k=221 / highest_abundance,0.7746,0.8127,-0.0381,0.4203,0.7417058823529411,False
abundance_ibd,TabDPT,remove_features,k=25 / highest_abundance,0.7746,0.8094,-0.0348,0.3424,0.6964067796610169,False
abundance_ibd,TabDPT,remove_features,k=49 / highest_abundance,0.7746,0.7727,0.0019,0.975,0.9929278642149929,False
abundance_ibd,TabDPT,remove_features,k=74 / highest_abundance,0.7746,0.7233,0.0513,0.3648,0.7118048780487805,False
abundance_ibd,TabDPT,remove_features,k=98 / highest_abundance,0.7746,0.7064,0.0682,0.2303,0.5841126760563381,False
abundance_ibd,TabDPT,sparsity,0.8,0.7986,0.8616,-0.0631,0.1843,0.51834375,False
abundance_ibd,TabDPT,sparsity,0.838,0.7986,0.9026,-0.104,0.0305,0.16892307692307693,False
abundance_ibd,TabDPT,sparsity,0.876,0.7986,0.8946,-0.096,0.038,0.19,False
abundance_ibd,TabDPT,sparsity,0.914,0.7986,0.8979,-0.0993,0.0276,0.15885714285714284,False
abundance_ibd,TabDPT,sparsity,0.952,0.7986,0.8762,-0.0776,0.1501,0.4781946902654867,False
abundance_ibd,TabICL,densification,0.135,0.8739,0.5774,0.2965,0.0,0.0,True
abundance_ibd,TabICL,densification,0.261,0.8739,0.6405,0.2334,0.0,0.0,True
abundance_ibd,TabICL,densification,0.386,0.8739,0.6565,0.2174,0.0001,0.0024000000000000002,True
abundance_ibd,TabICL,densification,0.511,0.8739,0.7096,0.1642,0.0024,0.028799999999999996,True
abundance_ibd,TabICL,densification,0.637,0.8739,0.7911,0.0828,0.0729,0.2883956043956044,False
abundance_ibd,TabICL,remove_features,k=1 / highest_abundance,0.8739,0.8932,-0.0193,0.0676,0.28134104046242775,False
abundance_ibd,TabICL,remove_features,k=123 / highest_abundance,0.8739,0.8475,0.0264,0.2187,0.5684620938628159,False
abundance_ibd,TabICL,remove_features,k=147 / highest_abundance,0.8739,0.864,0.0099,0.6515,0.8543652802893309,False
abundance_ibd,TabICL,remove_features,k=172 / highest_abundance,0.8739,0.8569,0.0169,0.4024,0.7385038167938932,False
abundance_ibd,TabICL,remove_features,k=196 / highest_abundance,0.8739,0.8711,0.0028,0.8949,0.9631210762331838,False
abundance_ibd,TabICL,remove_features,k=221 / highest_abundance,0.8739,0.8767,-0.0028,0.9088,0.9720000000000001,False
abundance_ibd,TabICL,remove_features,k=25 / highest_abundance,0.8739,0.8842,-0.0104,0.5296,0.7940956340956341,False
abundance_ibd,TabICL,remove_features,k=49 / highest_abundance,0.8739,0.8555,0.0184,0.4151,0.7417058823529411,False
abundance_ibd,TabICL,remove_features,k=74 / highest_abundance,0.8739,0.8631,0.0108,0.5663,0.800421052631579,False
abundance_ibd,TabICL,remove_features,k=98 / highest_abundance,0.8739,0.8616,0.0122,0.542,0.794914979757085,False
abundance_ibd,TabICL,sparsity,0.8,0.8739,0.8856,-0.0118,0.4999,0.7789373650107992,False
abundance_ibd,TabICL,sparsity,0.838,0.8739,0.8819,-0.008,0.6066,0.8271818181818182,False
abundance_ibd,TabICL,sparsity,0.876,0.8739,0.8631,0.0108,0.4885,0.7718336980306346,False
abundance_ibd,TabICL,sparsity,0.914,0.8739,0.8009,0.0729,0.04,0.1959183673469388,False
abundance_ibd,TabICL,sparsity,0.952,0.8739,0.7849,0.0889,0.0373,0.18780419580419583,False
abundance_ibd,TabPFN,densification,0.135,0.9195,0.5722,0.3473,0.0,0.0,True
abundance_ibd,TabPFN,densification,0.261,0.9195,0.7501,0.1694,0.003,0.03272727272727273,True
abundance_ibd,TabPFN,densification,0.386,0.9195,0.7205,0.1991,0.0002,0.004363636363636364,True
abundance_ibd,TabPFN,densification,0.511,0.9195,0.8169,0.1026,0.0119,0.09000000000000001,False
abundance_ibd,TabPFN,densification,0.637,0.9195,0.8809,0.0386,0.1783,0.5054173228346456,False
abundance_ibd,TabPFN,remove_features,k=1 / highest_abundance,0.9195,0.9144,0.0052,0.4524,0.7454794520547945,False
abundance_ibd,TabPFN,remove_features,k=123 / highest_abundance,0.9195,0.8574,0.0621,0.0337,0.17582608695652174,False
abundance_ibd,TabPFN,remove_features,k=147 / highest_abundance,0.9195,0.8626,0.0569,0.0319,0.17140298507462687,False
abundance_ibd,TabPFN,remove_features,k=172 / highest_abundance,0.9195,0.8635,0.056,0.0263,0.15395121951219512,False
abundance_ibd,TabPFN,remove_features,k=196 / highest_abundance,0.9195,0.8593,0.0602,0.0178,0.11866666666666667,False
abundance_ibd,TabPFN,remove_features,k=221 / highest_abundance,0.9195,0.8744,0.0452,0.1045,0.37999999999999995,False
abundance_ibd,TabPFN,remove_features,k=25 / highest_abundance,0.9195,0.8998,0.0198,0.323,0.6786472303206996,False
abundance_ibd,TabPFN,remove_features,k=49 / highest_abundance,0.9195,0.8974,0.0221,0.4574,0.7467755102040816,False
abundance_ibd,TabPFN,remove_features,k=74 / highest_abundance,0.9195,0.8682,0.0513,0.0576,0.24833532934131738,False
abundance_ibd,TabPFN,remove_features,k=98 / highest_abundance,0.9195,0.8833,0.0362,0.1715,0.5054173228346456,False
abundance_ibd,TabPFN,sparsity,0.8,0.9195,0.9012,0.0184,0.4462,0.7454794520547945,False
abundance_ibd,TabPFN,sparsity,0.838,0.9195,0.8758,0.0438,0.1439,0.46460986547085203,False
abundance_ibd,TabPFN,sparsity,0.876,0.9195,0.8513,0.0682,0.079,0.30580645161290326,False
abundance_ibd,TabPFN,sparsity,0.914,0.9195,0.8193,0.1002,0.0241,0.14705084745762712,False
abundance_ibd,TabPFN,sparsity,0.952,0.9195,0.7849,0.1346,0.0099,0.08008988764044946,False
abundance_ibd,XGBoost,densification,0.135,0.7581,0.6282,0.1299,0.0448,0.21274838709677418,False
abundance_ibd,XGBoost,densification,0.261,0.7581,0.7064,0.0518,0.3265,0.6798381502890173,False
abundance_ibd,XGBoost,densification,0.386,0.7581,0.6875,0.0706,0.1329,0.4409585253456221,False
abundance_ibd,XGBoost,densification,0.511,0.7581,0.768,-0.0099,0.8146,0.9247924528301887,False
abundance_ibd,XGBoost,densification,0.637,0.7581,0.7873,-0.0292,0.3014,0.651223880597015,False
abundance_ibd,XGBoost,remove_features,k=1 / highest_abundance,0.7581,0.7831,-0.0249,0.2721,0.6262857142857143,False
abundance_ibd,XGBoost,remove_features,k=123 / highest_abundance,0.7581,0.7784,-0.0202,0.6782,0.865274336283186,False
abundance_ibd,XGBoost,remove_features,k=147 / highest_abundance,0.7581,0.7835,-0.0254,0.6155,0.8284692737430167,False
abundance_ibd,XGBoost,remove_features,k=172 / highest_abundance,0.7581,0.7718,-0.0136,0.755,0.8955518945634268,False
abundance_ibd,XGBoost,remove_features,k=196 / highest_abundance,0.7581,0.8089,-0.0508,0.2773,0.6295499999999999,False
abundance_ibd,XGBoost,remove_features,k=221 / highest_abundance,0.7581,0.816,-0.0579,0.2176,0.5679130434782609,False
abundance_ibd,XGBoost,remove_features,k=25 / highest_abundance,0.7581,0.8226,-0.0645,0.0894,0.338778947368421,False
abundance_ibd,XGBoost,remove_features,k=49 / highest_abundance,0.7581,0.7864,-0.0282,0.5366,0.794914979757085,False
abundance_ibd,XGBoost,remove_features,k=74 / highest_abundance,0.7581,0.7751,-0.0169,0.7588,0.8961827079934748,False
abundance_ibd,XGBoost,remove_features,k=98 / highest_abundance,0.7581,0.8169,-0.0588,0.2453,0.5996745762711865,False
abundance_ibd,XGBoost,sparsity,0.8,0.7581,0.7981,-0.04,0.2955,0.6449454545454545,False
abundance_ibd,XGBoost,sparsity,0.838,0.7581,0.7689,-0.0108,0.8105,0.9218957345971563,False
abundance_ibd,XGBoost,sparsity,0.876,0.7581,0.7327,0.0254,0.6562,0.8543652802893309,False
abundance_ibd,XGBoost,sparsity,0.914,0.7581,0.7198,0.0384,0.5074,0.7822869379014988,False
abundance_ibd,XGBoost,sparsity,0.952,0.7581,0.6986,0.0595,0.3018,0.651223880597015,False
abundance_obesity,ContextTab,densification,0.139,0.6635,0.5701,0.0934,0.0257,0.15226229508196723,False
abundance_obesity,ContextTab,densification,0.267,0.6635,0.561,0.1025,0.0099,0.08008988764044946,False
abundance_obesity,ContextTab,densification,0.396,0.6635,0.5905,0.0729,0.0496,0.22409999999999997,False
abundance_obesity,ContextTab,densification,0.524,0.6635,0.605,0.0584,0.074,0.2895652173913043,False
abundance_obesity,ContextTab,densification,0.653,0.6635,0.6059,0.0576,0.0335,0.17582608695652174,False
abundance_obesity,ContextTab,remove_features,k=1 / highest_abundance,0.6635,0.6719,-0.0084,0.069,0.2822727272727273,False
abundance_obesity,ContextTab,remove_features,k=103 / highest_abundance,0.6635,0.6496,0.0138,0.679,0.865274336283186,False
abundance_obesity,ContextTab,remove_features,k=129 / highest_abundance,0.6635,0.6302,0.0332,0.3411,0.695728045325779,False
abundance_obesity,ContextTab,remove_features,k=155 / highest_abundance,0.6635,0.6387,0.0247,0.4784,0.77008,False
abundance_obesity,ContextTab,remove_features,k=180 / highest_abundance,0.6635,0.6619,0.0016,0.9623,0.9929278642149929,False
abundance_obesity,ContextTab,remove_features,k=206 / highest_abundance,0.6635,0.6704,-0.007,0.8388,0.935447852760736,False
abundance_obesity,ContextTab,remove_features,k=232 / highest_abundance,0.6635,0.664,-0.0005,0.9878,0.9988988764044944,False
abundance_obesity,ContextTab,remove_features,k=26 / highest_abundance,0.6635,0.679,-0.0155,0.48,0.77008,False
abundance_obesity,ContextTab,remove_features,k=52 / highest_abundance,0.6635,0.6723,-0.0089,0.7475,0.8955074875207988,False
abundance_obesity,ContextTab,remove_features,k=78 / highest_abundance,0.6635,0.6373,0.0261,0.4475,0.7454794520547945,False
abundance_obesity,ContextTab,sparsity,0.816,0.6635,0.6605,0.003,0.8731,0.9481628959276017,False
abundance_obesity,ContextTab,sparsity,0.851,0.6635,0.6371,0.0263,0.2795,0.6295499999999999,False
abundance_obesity,ContextTab,sparsity,0.886,0.6635,0.6208,0.0427,0.1514,0.4802114537444934,False
abundance_obesity,ContextTab,sparsity,0.92,0.6635,0.6189,0.0446,0.1687,0.5054173228346456,False
abundance_obesity,ContextTab,sparsity,0.955,0.6635,0.5992,0.0642,0.0729,0.2883956043956044,False
abundance_obesity,RF,densification,0.139,0.6384,0.5763,0.0621,0.1952,0.5360603773584907,False
abundance_obesity,RF,densification,0.267,0.6384,0.5109,0.1275,0.0088,0.07633734939759036,False
abundance_obesity,RF,densification,0.396,0.6384,0.5944,0.044,0.3267,0.6798381502890173,False
abundance_obesity,RF,densification,0.524,0.6384,0.5552,0.0832,0.0327,0.17364705882352943,False
abundance_obesity,RF,densification,0.653,0.6384,0.6293,0.0091,0.7524,0.8955518945634268,False
abundance_obesity,RF,remove_features,k=1 / highest_abundance,0.6384,0.6502,-0.0118,0.6596,0.8571243243243243,False
abundance_obesity,RF,remove_features,k=103 / highest_abundance,0.6384,0.6241,0.0143,0.7398,0.8907290969899666,False
abundance_obesity,RF,remove_features,k=129 / highest_abundance,0.6384,0.6469,-0.0085,0.8413,0.935447852760736,False
abundance_obesity,RF,remove_features,k=155 / highest_abundance,0.6384,0.6729,-0.0345,0.4178,0.7417058823529411,False
abundance_obesity,RF,remove_features,k=180 / highest_abundance,0.6384,0.6864,-0.048,0.237,0.5888219178082192,False
abundance_obesity,RF,remove_features,k=206 / highest_abundance,0.6384,0.6533,-0.0149,0.7267,0.8907290969899666,False
abundance_obesity,RF,remove_features,k=232 / highest_abundance,0.6384,0.6732,-0.0348,0.4121,0.7417058823529411,False
abundance_obesity,RF,remove_features,k=26 / highest_abundance,0.6384,0.6254,0.013,0.7448,0.89376,False
abundance_obesity,RF,remove_features,k=52 / highest_abundance,0.6384,0.5582,0.0802,0.0385,0.19117241379310343,False
abundance_obesity,RF,remove_features,k=78 / highest_abundance,0.6384,0.6084,0.03,0.5009,0.7789373650107992,False
abundance_obesity,RF,sparsity,0.816,0.6384,0.6391,-0.0007,0.9814,0.9966262341325812,False
abundance_obesity,RF,sparsity,0.851,0.6384,0.6403,-0.0019,0.9554,0.9929278642149929,False
abundance_obesity,RF,sparsity,0.886,0.6384,0.6383,0.0001,0.9985,1.0,False
abundance_obesity,RF,sparsity,0.92,0.6384,0.637,0.0014,0.9709,0.9929278642149929,False
abundance_obesity,RF,sparsity,0.955,0.6384,0.6096,0.0288,0.5046,0.7822451612903225,False
abundance_obesity,TabDPT,densification,0.139,0.6129,0.4947,0.1183,0.0245,0.1476,False
abundance_obesity,TabDPT,densification,0.267,0.6129,0.496,0.1169,0.0221,0.13836521739130436,False
abundance_obesity,TabDPT,densification,0.396,0.6129,0.4681,0.1448,0.0031,0.032914285714285715,True
abundance_obesity,TabDPT,densification,0.524,0.6129,0.4958,0.1171,0.0184,0.12043636363636363,False
abundance_obesity,TabDPT,densification,0.653,0.6129,0.4305,0.1824,0.0004,0.006697674418604652,True
abundance_obesity,TabDPT,remove_features,k=1 / highest_abundance,0.6117,0.6143,-0.0025,0.8685,0.9481628959276017,False
abundance_obesity,TabDPT,remove_features,k=103 / highest_abundance,0.6117,0.5969,0.0149,0.6974,0.8763141361256546,False
abundance_obesity,TabDPT,remove_features,k=129 / highest_abundance,0.6117,0.5682,0.0436,0.2954,0.6449454545454545,False
abundance_obesity,TabDPT,remove_features,k=155 / highest_abundance,0.6117,0.5573,0.0544,0.16,0.4944206008583691,False
abundance_obesity,TabDPT,remove_features,k=180 / highest_abundance,0.6117,0.6,0.0118,0.7716,0.9024545454545455,False
abundance_obesity,TabDPT,remove_features,k=206 / highest_abundance,0.6117,0.5784,0.0334,0.4352,0.7454794520547945,False
abundance_obesity,TabDPT,remove_features,k=232 / highest_abundance,0.6117,0.6038,0.0079,0.8459,0.935447852760736,False
abundance_obesity,TabDPT,remove_features,k=26 / highest_abundance,0.6117,0.5547,0.0571,0.0288,0.16074418604651164,False
abundance_obesity,TabDPT,remove_features,k=52 / highest_abundance,0.6117,0.5727,0.0391,0.2285,0.583404255319149,False
abundance_obesity,TabDPT,remove_features,k=78 / highest_abundance,0.6117,0.5889,0.0229,0.5449,0.794914979757085,False
abundance_obesity,TabDPT,sparsity,0.816,0.6129,0.6666,-0.0536,0.0824,0.3139047619047619,False
abundance_obesity,TabDPT,sparsity,0.851,0.6129,0.6501,-0.0372,0.2858,0.637077399380805,False
abundance_obesity,TabDPT,sparsity,0.886,0.6129,0.6358,-0.0229,0.5603,0.800421052631579,False
abundance_obesity,TabDPT,sparsity,0.92,0.6129,0.5816,0.0313,0.4899,0.7718336980306346,False
abundance_obesity,TabDPT,sparsity,0.955,0.6129,0.5462,0.0667,0.1568,0.487551724137931,False
abundance_obesity,TabICL,densification,0.139,0.6973,0.6089,0.0884,0.0571,0.24833532934131738,False
abundance_obesity,TabICL,densification,0.267,0.6973,0.6053,0.092,0.0367,0.18659154929577465,False
abundance_obesity,TabICL,densification,0.396,0.6973,0.6094,0.0879,0.0368,0.18659154929577465,False
abundance_obesity,TabICL,densification,0.524,0.6973,0.6324,0.0649,0.0812,0.3109787234042553,False
abundance_obesity,TabICL,densification,0.653,0.6973,0.6618,0.0355,0.2554,0.6067894736842105,False
abundance_obesity,TabICL,remove_features,k=1 / highest_abundance,0.6973,0.6903,0.007,0.4113,0.7417058823529411,False
abundance_obesity,TabICL,remove_features,k=103 / highest_abundance,0.6973,0.674,0.0233,0.3368,0.6908717948717948,False
abundance_obesity,TabICL,remove_features,k=129 / highest_abundance,0.6973,0.6987,-0.0014,0.9572,0.9929278642149929,False
abundance_obesity,TabICL,remove_features,k=155 / highest_abundance,0.6973,0.6955,0.0018,0.9421,0.988953488372093,False
abundance_obesity,TabICL,remove_features,k=180 / highest_abundance,0.6973,0.7033,-0.006,0.8251,0.926789391575663,False
abundance_obesity,TabICL,remove_features,k=206 / highest_abundance,0.6973,0.7033,-0.006,0.8403,0.935447852760736,False
abundance_obesity,TabICL,remove_features,k=232 / highest_abundance,0.6973,0.6934,0.0039,0.9,0.9671641791044776,False
abundance_obesity,TabICL,remove_features,k=26 / highest_abundance,0.6973,0.693,0.0043,0.8011,0.9193757961783439,False
abundance_obesity,TabICL,remove_features,k=52 / highest_abundance,0.6973,0.6746,0.0227,0.2875,0.6388888888888888,False
abundance_obesity,TabICL,remove_features,k=78 / highest_abundance,0.6973,0.6713,0.026,0.2949,0.6449454545454545,False
abundance_obesity,TabICL,sparsity,0.816,0.6973,0.6966,0.0007,0.9729,0.9929278642149929,False
abundance_obesity,TabICL,sparsity,0.851,0.6973,0.6742,0.0232,0.3956,0.7379067357512953,False
abundance_obesity,TabICL,sparsity,0.886,0.6973,0.6648,0.0325,0.2956,0.6449454545454545,False
abundance_obesity,TabICL,sparsity,0.92,0.6973,0.6678,0.0295,0.3764,0.7188541114058355,False
abundance_obesity,TabICL,sparsity,0.955,0.6973,0.6566,0.0407,0.2695,0.6262857142857143,False
abundance_obesity,TabPFN,densification,0.139,0.6315,0.57,0.0616,0.1612,0.4948085106382979,False
abundance_obesity,TabPFN,densification,0.267,0.6315,0.5062,0.1254,0.0032,0.032914285714285715,True
abundance_obesity,TabPFN,densification,0.396,0.6315,0.5592,0.0723,0.0681,0.28179310344827585,False
abundance_obesity,TabPFN,densification,0.524,0.6315,0.5892,0.0424,0.2207,0.5695483870967741,False
abundance_obesity,TabPFN,densification,0.653,0.6315,0.615,0.0165,0.5653,0.800421052631579,False
abundance_obesity,TabPFN,remove_features,k=1 / highest_abundance,0.6315,0.627,0.0046,0.6312,0.8400443622920517,False
abundance_obesity,TabPFN,remove_features,k=103 / highest_abundance,0.6315,0.6315,0.0,1.0,1.0,False
abundance_obesity,TabPFN,remove_features,k=129 / highest_abundance,0.6315,0.6272,0.0044,0.9099,0.9720000000000001,False
abundance_obesity,TabPFN,remove_features,k=155 / highest_abundance,0.6315,0.626,0.0055,0.8827,0.9542702702702702,False
abundance_obesity,TabPFN,remove_features,k=180 / highest_abundance,0.6315,0.6201,0.0114,0.7769,0.903663974151858,False
abundance_obesity,TabPFN,remove_features,k=206 / highest_abundance,0.6315,0.6248,0.0067,0.8637,0.9481628959276017,False
abundance_obesity,TabPFN,remove_features,k=232 / highest_abundance,0.6315,0.6243,0.0072,0.8548,0.9425053598774885,False
abundance_obesity,TabPFN,remove_features,k=26 / highest_abundance,0.6315,0.6147,0.0169,0.5113,0.7851355932203391,False
abundance_obesity,TabPFN,remove_features,k=52 / highest_abundance,0.6315,0.6178,0.0138,0.6716,0.861946524064171,False
abundance_obesity,TabPFN,remove_features,k=78 / highest_abundance,0.6315,0.6311,0.0005,0.9893,0.9989243697478991,False
abundance_obesity,TabPFN,sparsity,0.816,0.6315,0.6565,-0.025,0.2843,0.6357018633540372,False
abundance_obesity,TabPFN,sparsity,0.851,0.6315,0.6358,-0.0042,0.8902,0.9594970059880239,False
abundance_obesity,TabPFN,sparsity,0.886,0.6315,0.6187,0.0129,0.7165,0.8884130808950086,False
abundance_obesity,TabPFN,sparsity,0.92,0.6315,0.6014,0.0301,0.4305,0.7450961538461538,False
abundance_obesity,TabPFN,sparsity,0.955,0.6315,0.5767,0.0548,0.1774,0.5054173228346456,False
abundance_obesity,XGBoost,densification,0.139,0.6272,0.5869,0.0403,0.2738,0.6262857142857143,False
abundance_obesity,XGBoost,densification,0.267,0.6272,0.6043,0.0229,0.5303,0.7940956340956341,False
abundance_obesity,XGBoost,densification,0.396,0.6272,0.5716,0.0556,0.0722,0.2883956043956044,False
abundance_obesity,XGBoost,densification,0.524,0.6272,0.6302,-0.003,0.9142,0.9726892488954345,False
abundance_obesity,XGBoost,densification,0.653,0.6272,0.6241,0.0032,0.8871,0.9575892053973013,False
abundance_obesity,XGBoost,remove_features,k=1 / highest_abundance,0.6272,0.6241,0.0032,0.8444,0.935447852760736,False
abundance_obesity,XGBoost,remove_features,k=103 / highest_abundance,0.6272,0.6583,-0.031,0.4198,0.7417058823529411,False
abundance_obesity,XGBoost,remove_features,k=129 / highest_abundance,0.6272,0.6463,-0.0191,0.662,0.8572661870503598,False
abundance_obesity,XGBoost,remove_features,k=155 / highest_abundance,0.6272,0.6177,0.0095,0.816,0.9247924528301887,False
abundance_obesity,XGBoost,remove_features,k=180 / highest_abundance,0.6272,0.6413,-0.014,0.728,0.8907290969899666,False
abundance_obesity,XGBoost,remove_features,k=206 / highest_abundance,0.6272,0.6308,-0.0036,0.9343,0.9864633431085045,False
abundance_obesity,XGBoost,remove_features,k=232 / highest_abundance,0.6272,0.617,0.0102,0.8061,0.9197971473851031,False
abundance_obesity,XGBoost,remove_features,k=26 / highest_abundance,0.6272,0.6178,0.0094,0.7919,0.9122688,False
abundance_obesity,XGBoost,remove_features,k=52 / highest_abundance,0.6272,0.6137,0.0136,0.7348,0.8907290969899666,False
abundance_obesity,XGBoost,remove_features,k=78 / highest_abundance,0.6272,0.6396,-0.0124,0.7596,0.8961827079934748,False
abundance_obesity,XGBoost,sparsity,0.816,0.6272,0.6384,-0.0112,0.7008,0.8775234782608695,False
abundance_obesity,XGBoost,sparsity,0.851,0.6272,0.6176,0.0097,0.7754,0.903663974151858,False
abundance_obesity,XGBoost,sparsity,0.886,0.6272,0.5758,0.0515,0.1767,0.5054173228346456,False
abundance_obesity,XGBoost,sparsity,0.92,0.6272,0.5905,0.0367,0.3732,0.717127659574468,False
abundance_obesity,XGBoost,sparsity,0.955,0.6272,0.5884,0.0388,0.3333,0.6908717948717948,False
abundance_t2d,ContextTab,densification,0.147,0.7521,0.6599,0.0922,0.0012,0.01661538461538461,True
abundance_t2d,ContextTab,densification,0.283,0.7521,0.6584,0.0937,0.0004,0.006697674418604652,True
abundance_t2d,ContextTab,densification,0.42,0.7521,0.6724,0.0797,0.0023,0.02855172413793103,True
abundance_t2d,ContextTab,densification,0.556,0.7521,0.6703,0.0818,0.0011,0.015529411764705884,True
abundance_t2d,ContextTab,densification,0.693,0.7521,0.7006,0.0515,0.0137,0.10169072164948455,False
abundance_t2d,ContextTab,remove_features,k=1 / highest_abundance,0.7521,0.7537,-0.0016,0.8444,0.935447852760736,False
abundance_t2d,ContextTab,remove_features,k=127 / highest_abundance,0.7521,0.7569,-0.0048,0.7661,0.8983583061889251,False
abundance_t2d,ContextTab,remove_features,k=159 / highest_abundance,0.7521,0.7407,0.0114,0.5341,0.7945289256198348,False
abundance_t2d,ContextTab,remove_features,k=191 / highest_abundance,0.7521,0.7541,-0.002,0.9167,0.9726892488954345,False
abundance_t2d,ContextTab,remove_features,k=222 / highest_abundance,0.7521,0.7556,-0.0036,0.8563,0.9427155963302751,False
abundance_t2d,ContextTab,remove_features,k=254 / highest_abundance,0.7521,0.7509,0.0011,0.9562,0.9929278642149929,False
abundance_t2d,ContextTab,remove_features,k=286 / highest_abundance,0.7521,0.7454,0.0066,0.7542,0.8955518945634268,False
abundance_t2d,ContextTab,remove_features,k=32 / highest_abundance,0.7521,0.7343,0.0177,0.1952,0.5360603773584907,False
abundance_t2d,ContextTab,remove_features,k=64 / highest_abundance,0.7521,0.752,0.0001,0.9947,1.0,False
