dataset,model,perturbation,param_value,auroc_baseline,auroc_ood,delta_auroc,p_value,p_value_fdr,significant
abundance_ibd,TabPFN,remove_features,k=147 / highest_abundance,0.9195,0.8447,0.0748,0.0188,0.11593220338983051,False
abundance_ibd,TabPFN,remove_features,k=172 / highest_abundance,0.9195,0.8456,0.0739,0.0255,0.14123076923076922,False
abundance_ibd,TabPFN,remove_features,k=196 / highest_abundance,0.9195,0.8381,0.0814,0.0134,0.09237735849056604,False
abundance_ibd,TabPFN,remove_features,k=221 / highest_abundance,0.9195,0.8494,0.0701,0.0519,0.20875977653631286,False
abundance_ibd,TabPFN,remove_features,k=25 / highest_abundance,0.9195,0.8974,0.0221,0.1863,0.42992971246006395,False
abundance_ibd,TabPFN,remove_features,k=49 / highest_abundance,0.9195,0.8969,0.0226,0.4825,0.7296603773584905,False
abundance_ibd,TabPFN,remove_features,k=74 / highest_abundance,0.9195,0.8866,0.0329,0.2791,0.5505534246575342,False
abundance_ibd,TabPFN,remove_features,k=98 / highest_abundance,0.9195,0.8847,0.0348,0.3471,0.6170666666666667,False
abundance_ibd,TabPFN,sparsity,0.8,0.9195,0.8951,0.0245,0.2974,0.5634947368421053,False
abundance_ibd,TabPFN,sparsity,0.838,0.9195,0.8668,0.0527,0.0655,0.2385671641791045,False
abundance_ibd,TabPFN,sparsity,0.876,0.9195,0.8536,0.0659,0.0993,0.30070588235294116,False
abundance_ibd,TabPFN,sparsity,0.914,0.9195,0.8113,0.1082,0.0307,0.15350000000000003,False
abundance_ibd,TabPFN,sparsity,0.952,0.9195,0.7755,0.144,0.0109,0.08438709677419355,False
abundance_ibd,XGBoost,densification,0.135,0.7581,0.7045,0.0536,0.3305,0.5993954659949622,False
abundance_ibd,XGBoost,densification,0.261,0.7581,0.7153,0.0428,0.3624,0.6301301204819277,False
abundance_ibd,XGBoost,densification,0.386,0.7581,0.7181,0.04,0.4388,0.7046505494505494,False
abundance_ibd,XGBoost,densification,0.511,0.7581,0.7078,0.0504,0.1362,0.36695910780669144,False
abundance_ibd,XGBoost,densification,0.637,0.7581,0.7619,-0.0038,0.8265,0.9297439024390243,False
abundance_ibd,XGBoost,remove_features,k=1 / highest_abundance,0.7581,0.7831,-0.0249,0.2721,0.5411933701657459,False
abundance_ibd,XGBoost,remove_features,k=123 / highest_abundance,0.7581,0.7275,0.0306,0.64,0.8317689530685921,False
abundance_ibd,XGBoost,remove_features,k=147 / highest_abundance,0.7581,0.7308,0.0273,0.6762,0.8540385288966725,False
abundance_ibd,XGBoost,remove_features,k=172 / highest_abundance,0.7581,0.7449,0.0132,0.8426,0.9297439024390243,False
abundance_ibd,XGBoost,remove_features,k=196 / highest_abundance,0.7581,0.7449,0.0132,0.8375,0.9297439024390243,False
abundance_ibd,XGBoost,remove_features,k=221 / highest_abundance,0.7581,0.8066,-0.0485,0.4522,0.708104347826087,False
abundance_ibd,XGBoost,remove_features,k=25 / highest_abundance,0.7581,0.7727,-0.0146,0.7724,0.908705882352941,False
abundance_ibd,XGBoost,remove_features,k=49 / highest_abundance,0.7581,0.7308,0.0273,0.6043,0.8232452830188679,False
abundance_ibd,XGBoost,remove_features,k=74 / highest_abundance,0.7581,0.7374,0.0207,0.7751,0.9089120521172639,False
abundance_ibd,XGBoost,remove_features,k=98 / highest_abundance,0.7581,0.7859,-0.0278,0.6773,0.8540385288966725,False
abundance_ibd,XGBoost,sparsity,0.8,0.7581,0.8409,-0.0828,0.1297,0.3602758620689655,False
abundance_ibd,XGBoost,sparsity,0.838,0.7581,0.7953,-0.0372,0.5361,0.7845365853658537,False
abundance_ibd,XGBoost,sparsity,0.876,0.7581,0.7299,0.0282,0.6965,0.8691161178509532,False
abundance_ibd,XGBoost,sparsity,0.914,0.7581,0.6696,0.0885,0.2308,0.4901946902654868,False
abundance_ibd,XGBoost,sparsity,0.952,0.7581,0.6558,0.1024,0.1944,0.43944827586206897,False
abundance_obesity,ContextTab,densification,0.139,0.6635,0.5582,0.1053,0.0111,0.08502127659574468,False
abundance_obesity,ContextTab,densification,0.267,0.6635,0.5363,0.1272,0.0008,0.015157894736842106,True
abundance_obesity,ContextTab,densification,0.396,0.6635,0.5735,0.09,0.0127,0.09236363636363637,False
abundance_obesity,ContextTab,densification,0.524,0.6635,0.5934,0.0701,0.0205,0.123,False
abundance_obesity,ContextTab,densification,0.653,0.6635,0.6471,0.0164,0.4834,0.7296603773584905,False
abundance_obesity,ContextTab,remove_features,k=1 / highest_abundance,0.6635,0.6719,-0.0084,0.069,0.2447290640394089,False
abundance_obesity,ContextTab,remove_features,k=103 / highest_abundance,0.6635,0.6379,0.0256,0.4617,0.7118286937901498,False
abundance_obesity,ContextTab,remove_features,k=129 / highest_abundance,0.6635,0.65,0.0135,0.7079,0.8742504288164665,False
abundance_obesity,ContextTab,remove_features,k=155 / highest_abundance,0.6635,0.6447,0.0187,0.6019,0.8232452830188679,False
abundance_obesity,ContextTab,remove_features,k=180 / highest_abundance,0.6635,0.6844,-0.0209,0.5419,0.7882181818181818,False
abundance_obesity,ContextTab,remove_features,k=206 / highest_abundance,0.6635,0.6578,0.0057,0.8797,0.9397388724035608,False
abundance_obesity,ContextTab,remove_features,k=232 / highest_abundance,0.6635,0.6424,0.0211,0.5893,0.8232452830188679,False
abundance_obesity,ContextTab,remove_features,k=26 / highest_abundance,0.6635,0.682,-0.0185,0.4044,0.6720552995391705,False
abundance_obesity,ContextTab,remove_features,k=52 / highest_abundance,0.6635,0.6692,-0.0057,0.8445,0.9297439024390243,False
abundance_obesity,ContextTab,remove_features,k=78 / highest_abundance,0.6635,0.6325,0.031,0.3858,0.6520563380281691,False
abundance_obesity,ContextTab,sparsity,0.816,0.6635,0.6657,-0.0023,0.9111,0.9590526315789473,False
abundance_obesity,ContextTab,sparsity,0.851,0.6635,0.6188,0.0447,0.1085,0.3197387755102041,False
abundance_obesity,ContextTab,sparsity,0.886,0.6635,0.5974,0.066,0.0537,0.21243956043956044,False
abundance_obesity,ContextTab,sparsity,0.92,0.6635,0.5847,0.0788,0.0409,0.17783132530120482,False
abundance_obesity,ContextTab,sparsity,0.955,0.6635,0.5569,0.1065,0.0119,0.09000000000000001,False
abundance_obesity,RF,densification,0.139,0.6384,0.5711,0.0673,0.134,0.3654545454545455,False
abundance_obesity,RF,densification,0.267,0.6384,0.5042,0.1342,0.0029,0.03724137931034483,True
abundance_obesity,RF,densification,0.396,0.6384,0.605,0.0334,0.3778,0.6463018867924528,False
abundance_obesity,RF,densification,0.524,0.6384,0.5703,0.0681,0.0333,0.1608,False
abundance_obesity,RF,densification,0.653,0.6384,0.5945,0.0439,0.0464,0.19310982658959538,False
abundance_obesity,RF,remove_features,k=1 / highest_abundance,0.6384,0.6502,-0.0118,0.6596,0.8465454545454545,False
abundance_obesity,RF,remove_features,k=103 / highest_abundance,0.6384,0.6188,0.0196,0.6325,0.8314502712477395,False
abundance_obesity,RF,remove_features,k=129 / highest_abundance,0.6384,0.6386,-0.0002,0.9962,0.998974930362117,False
abundance_obesity,RF,remove_features,k=155 / highest_abundance,0.6384,0.6419,-0.0035,0.9376,0.9759884892086331,False
abundance_obesity,RF,remove_features,k=180 / highest_abundance,0.6384,0.6517,-0.0133,0.7485,0.8891466227347611,False
abundance_obesity,RF,remove_features,k=206 / highest_abundance,0.6384,0.6712,-0.0328,0.4604,0.7113476394849786,False
abundance_obesity,RF,remove_features,k=232 / highest_abundance,0.6384,0.6341,0.0042,0.923,0.9673362445414848,False
abundance_obesity,RF,remove_features,k=26 / highest_abundance,0.6384,0.6015,0.0369,0.3352,0.60336,False
abundance_obesity,RF,remove_features,k=52 / highest_abundance,0.6384,0.6224,0.016,0.7127,0.8750391822827939,False
abundance_obesity,RF,remove_features,k=78 / highest_abundance,0.6384,0.605,0.0334,0.4907,0.7391297071129708,False
abundance_obesity,RF,sparsity,0.816,0.6384,0.6306,0.0078,0.7961,0.9199615384615385,False
abundance_obesity,RF,sparsity,0.851,0.6384,0.6303,0.0081,0.8178,0.9272692913385827,False
abundance_obesity,RF,sparsity,0.886,0.6384,0.6166,0.0218,0.563,0.8080637450199204,False
abundance_obesity,RF,sparsity,0.92,0.6384,0.6204,0.018,0.6681,0.8514063604240283,False
abundance_obesity,RF,sparsity,0.955,0.6384,0.5924,0.046,0.3123,0.5825284974093264,False
abundance_obesity,TabDPT,densification,0.139,0.6129,0.5177,0.0952,0.0704,0.2460582524271845,False
abundance_obesity,TabDPT,densification,0.267,0.6129,0.5107,0.1022,0.0662,0.2385671641791045,False
abundance_obesity,TabDPT,densification,0.396,0.6129,0.4929,0.12,0.0188,0.11593220338983051,False
abundance_obesity,TabDPT,densification,0.524,0.6129,0.5492,0.0637,0.1868,0.42992971246006395,False
abundance_obesity,TabDPT,densification,0.653,0.6129,0.4942,0.1187,0.0073,0.06409756097560976,False
abundance_obesity,TabDPT,remove_features,k=1 / highest_abundance,0.6117,0.6143,-0.0025,0.8685,0.9361077844311378,False
abundance_obesity,TabDPT,remove_features,k=103 / highest_abundance,0.6117,0.5767,0.0351,0.3402,0.6081588089330024,False
abundance_obesity,TabDPT,remove_features,k=129 / highest_abundance,0.6117,0.5634,0.0483,0.2429,0.505456647398844,False
abundance_obesity,TabDPT,remove_features,k=155 / highest_abundance,0.6117,0.5806,0.0312,0.4601,0.7113476394849786,False
abundance_obesity,TabDPT,remove_features,k=180 / highest_abundance,0.6117,0.623,-0.0112,0.7839,0.9136310679611651,False
abundance_obesity,TabDPT,remove_features,k=206 / highest_abundance,0.6117,0.5935,0.0182,0.6727,0.8540385288966725,False
abundance_obesity,TabDPT,remove_features,k=232 / highest_abundance,0.6117,0.5634,0.0483,0.2854,0.5568780487804879,False
abundance_obesity,TabDPT,remove_features,k=26 / highest_abundance,0.6117,0.5685,0.0432,0.1198,0.34093280632411066,False
abundance_obesity,TabDPT,remove_features,k=52 / highest_abundance,0.6117,0.5356,0.0762,0.0109,0.08438709677419355,False
abundance_obesity,TabDPT,remove_features,k=78 / highest_abundance,0.6117,0.5753,0.0364,0.3038,0.5711122715404701,False
abundance_obesity,TabDPT,sparsity,0.816,0.6129,0.667,-0.0541,0.0734,0.2544230769230769,False
abundance_obesity,TabDPT,sparsity,0.851,0.6129,0.6435,-0.0306,0.3806,0.6463018867924528,False
abundance_obesity,TabDPT,sparsity,0.886,0.6129,0.6611,-0.0482,0.1947,0.43944827586206897,False
abundance_obesity,TabDPT,sparsity,0.92,0.6129,0.6133,-0.0003,0.9935,0.9981589958158995,False
abundance_obesity,TabDPT,sparsity,0.955,0.6129,0.5831,0.0298,0.515,0.762962962962963,False
abundance_obesity,TabICL,densification,0.139,0.6973,0.6021,0.0952,0.034,0.16094117647058825,False
abundance_obesity,TabICL,densification,0.267,0.6973,0.5673,0.13,0.002,0.028235294117647056,True
abundance_obesity,TabICL,densification,0.396,0.6973,0.5756,0.1217,0.0031,0.037830508474576266,True
abundance_obesity,TabICL,densification,0.524,0.6973,0.6137,0.0837,0.0233,0.1310625,False
abundance_obesity,TabICL,densification,0.653,0.6973,0.6468,0.0506,0.0801,0.26610138248847925,False
abundance_obesity,TabICL,remove_features,k=1 / highest_abundance,0.6973,0.6903,0.007,0.4113,0.679211009174312,False
abundance_obesity,TabICL,remove_features,k=103 / highest_abundance,0.6973,0.6884,0.0089,0.7182,0.8764263959390864,False
abundance_obesity,TabICL,remove_features,k=129 / highest_abundance,0.6973,0.7001,-0.0027,0.9189,0.965851094890511,False
abundance_obesity,TabICL,remove_features,k=155 / highest_abundance,0.6973,0.6818,0.0155,0.5998,0.8232452830188679,False
abundance_obesity,TabICL,remove_features,k=180 / highest_abundance,0.6973,0.6835,0.0138,0.6386,0.8314502712477395,False
abundance_obesity,TabICL,remove_features,k=206 / highest_abundance,0.6973,0.6855,0.0119,0.7194,0.8764263959390864,False
abundance_obesity,TabICL,remove_features,k=232 / highest_abundance,0.6973,0.6725,0.0248,0.4769,0.7259365750528541,False
abundance_obesity,TabICL,remove_features,k=26 / highest_abundance,0.6973,0.6914,0.0059,0.7304,0.8840873949579833,False
abundance_obesity,TabICL,remove_features,k=52 / highest_abundance,0.6973,0.664,0.0333,0.1317,0.36192366412213745,False
abundance_obesity,TabICL,remove_features,k=78 / highest_abundance,0.6973,0.6613,0.036,0.1692,0.40608,False
abundance_obesity,TabICL,sparsity,0.816,0.6973,0.6923,0.005,0.8034,0.9210955414012738,False
abundance_obesity,TabICL,sparsity,0.851,0.6973,0.6641,0.0332,0.2338,0.49365395894428155,False
abundance_obesity,TabICL,sparsity,0.886,0.6973,0.6409,0.0565,0.0799,0.26610138248847925,False
abundance_obesity,TabICL,sparsity,0.92,0.6973,0.6353,0.062,0.0789,0.26610138248847925,False
abundance_obesity,TabICL,sparsity,0.955,0.6973,0.6241,0.0732,0.0605,0.23170212765957449,False
abundance_obesity,TabPFN,densification,0.139,0.6315,0.5553,0.0763,0.0745,0.2566507177033493,False
abundance_obesity,TabPFN,densification,0.267,0.6315,0.5299,0.1017,0.0066,0.061714285714285715,False
abundance_obesity,TabPFN,densification,0.396,0.6315,0.5368,0.0947,0.01,0.08,False
abundance_obesity,TabPFN,densification,0.524,0.6315,0.5921,0.0394,0.1881,0.43131210191082797,False
abundance_obesity,TabPFN,densification,0.653,0.6315,0.622,0.0095,0.685,0.8607329842931938,False
abundance_obesity,TabPFN,remove_features,k=1 / highest_abundance,0.6315,0.627,0.0046,0.6312,0.8314502712477395,False
abundance_obesity,TabPFN,remove_features,k=103 / highest_abundance,0.6315,0.6457,-0.0141,0.6921,0.865125,False
abundance_obesity,TabPFN,remove_features,k=129 / highest_abundance,0.6315,0.6192,0.0123,0.7624,0.8998819672131148,False
abundance_obesity,TabPFN,remove_features,k=155 / highest_abundance,0.6315,0.6021,0.0295,0.4637,0.7133846153846153,False
abundance_obesity,TabPFN,remove_features,k=180 / highest_abundance,0.6315,0.5944,0.0371,0.3656,0.6327692307692308,False
abundance_obesity,TabPFN,remove_features,k=206 / highest_abundance,0.6315,0.582,0.0495,0.2672,0.5373854748603352,False
abundance_obesity,TabPFN,remove_features,k=232 / highest_abundance,0.6315,0.587,0.0445,0.3082,0.5763740259740259,False
abundance_obesity,TabPFN,remove_features,k=26 / highest_abundance,0.6315,0.6396,-0.008,0.7358,0.8856478405315616,False
abundance_obesity,TabPFN,remove_features,k=52 / highest_abundance,0.6315,0.6182,0.0134,0.6689,0.8514063604240283,False
abundance_obesity,TabPFN,remove_features,k=78 / highest_abundance,0.6315,0.6249,0.0066,0.8514,0.9302094081942337,False
abundance_obesity,TabPFN,sparsity,0.816,0.6315,0.6322,-0.0006,0.9794,0.9917974683544304,False
abundance_obesity,TabPFN,sparsity,0.851,0.6315,0.6209,0.0107,0.7321,0.8844161073825503,False
abundance_obesity,TabPFN,sparsity,0.886,0.6315,0.6017,0.0298,0.4217,0.6931636363636363,False
abundance_obesity,TabPFN,sparsity,0.92,0.6315,0.5863,0.0452,0.2666,0.5373854748603352,False
abundance_obesity,TabPFN,sparsity,0.955,0.6315,0.5528,0.0788,0.0663,0.2385671641791045,False
abundance_obesity,XGBoost,densification,0.139,0.6272,0.567,0.0602,0.0948,0.29548051948051945,False
abundance_obesity,XGBoost,densification,0.267,0.6272,0.5615,0.0657,0.0373,0.16935849056603774,False
abundance_obesity,XGBoost,densification,0.396,0.6272,0.5908,0.0364,0.2058,0.4601739130434783,False
abundance_obesity,XGBoost,densification,0.524,0.6272,0.5863,0.041,0.09,0.28421052631578947,False
abundance_obesity,XGBoost,densification,0.653,0.6272,0.6103,0.0169,0.3852,0.6520563380281691,False
abundance_obesity,XGBoost,remove_features,k=1 / highest_abundance,0.6272,0.6241,0.0032,0.8444,0.9297439024390243,False
abundance_obesity,XGBoost,remove_features,k=103 / highest_abundance,0.6272,0.6515,-0.0243,0.5397,0.7866072874493926,False
abundance_obesity,XGBoost,remove_features,k=129 / highest_abundance,0.6272,0.5841,0.0432,0.345,0.6148514851485148,False
abundance_obesity,XGBoost,remove_features,k=155 / highest_abundance,0.6272,0.6322,-0.0049,0.9057,0.9547642752562224,False
abundance_obesity,XGBoost,remove_features,k=180 / highest_abundance,0.6272,0.6074,0.0199,0.6347,0.8314502712477395,False
abundance_obesity,XGBoost,remove_features,k=206 / highest_abundance,0.6272,0.6023,0.0249,0.5719,0.8114173228346456,False
abundance_obesity,XGBoost,remove_features,k=232 / highest_abundance,0.6272,0.5577,0.0695,0.1546,0.3878466898954704,False
abundance_obesity,XGBoost,remove_features,k=26 / highest_abundance,0.6272,0.6354,-0.0082,0.8076,0.9229714285714286,False
abundance_obesity,XGBoost,remove_features,k=52 / highest_abundance,0.6272,0.6115,0.0157,0.6897,0.863624347826087,False
abundance_obesity,XGBoost,remove_features,k=78 / highest_abundance,0.6272,0.6338,-0.0066,0.8791,0.9397388724035608,False
abundance_obesity,XGBoost,sparsity,0.816,0.6272,0.6157,0.0115,0.6993,0.8698344827586207,False
abundance_obesity,XGBoost,sparsity,0.851,0.6272,0.6116,0.0156,0.6513,0.8388837209302326,False
abundance_obesity,XGBoost,sparsity,0.886,0.6272,0.5798,0.0474,0.2251,0.48379701492537314,False
abundance_obesity,XGBoost,sparsity,0.92,0.6272,0.5972,0.03,0.4949,0.7423500000000001,False
abundance_obesity,XGBoost,sparsity,0.955,0.6272,0.5676,0.0596,0.1934,0.4392681388012618,False
abundance_t2d,ContextTab,densification,0.147,0.7521,0.6539,0.0982,0.0002,0.006545454545454546,True
abundance_t2d,ContextTab,densification,0.283,0.7521,0.6614,0.0907,0.0004,0.010285714285714287,True
abundance_t2d,ContextTab,densification,0.42,0.7521,0.6781,0.074,0.0021,0.028528301886792454,True
abundance_t2d,ContextTab,densification,0.556,0.7521,0.6893,0.0628,0.0045,0.04764705882352941,True
abundance_t2d,ContextTab,densification,0.693,0.7521,0.7075,0.0446,0.0136,0.09237735849056604,False
abundance_t2d,ContextTab,remove_features,k=1 / highest_abundance,0.7521,0.7537,-0.0016,0.8444,0.9297439024390243,False
abundance_t2d,ContextTab,remove_features,k=127 / highest_abundance,0.7521,0.7506,0.0015,0.933,0.9749782293178519,False
abundance_t2d,ContextTab,remove_features,k=159 / highest_abundance,0.7521,0.741,0.0111,0.5629,0.8080637450199204,False
abundance_t2d,ContextTab,remove_features,k=191 / highest_abundance,0.7521,0.744,0.0081,0.6884,0.8634982578397213,False
abundance_t2d,ContextTab,remove_features,k=222 / highest_abundance,0.7521,0.7417,0.0104,0.6155,0.8283364485981309,False
abundance_t2d,ContextTab,remove_features,k=254 / highest_abundance,0.7521,0.741,0.0111,0.6194,0.8304804469273742,False
abundance_t2d,ContextTab,remove_features,k=286 / highest_abundance,0.7521,0.7294,0.0227,0.3298,0.5993954659949622,False
abundance_t2d,ContextTab,remove_features,k=32 / highest_abundance,0.7521,0.7414,0.0107,0.4236,0.6931636363636363,False
abundance_t2d,ContextTab,remove_features,k=64 / highest_abundance,0.7521,0.7525,-0.0004,0.9789,0.9917974683544304,False
abundance_t2d,ContextTab,remove_features,k=96 / highest_abundance,0.7521,0.7636,-0.0115,0.5055,0.7519834710743801,False
abundance_t2d,ContextTab,sparsity,0.856,0.7521,0.7436,0.0085,0.5781,0.8141754385964912,False
abundance_t2d,ContextTab,sparsity,0.883,0.7521,0.7192,0.0329,0.0653,0.2385671641791045,False
abundance_t2d,ContextTab,sparsity,0.91,0.7521,0.7202,0.0319,0.1306,0.3602758620689655,False
abundance_t2d,ContextTab,sparsity,0.937,0.7521,0.6968,0.0553,0.0216,0.1254193548387097,False
abundance_t2d,ContextTab,sparsity,0.963,0.7521,0.6844,0.0676,0.0097,0.08,False
abundance_t2d,RF,densification,0.147,0.7215,0.5945,0.127,0.0003,0.008639999999999998,True
abundance_t2d,RF,densification,0.283,0.7215,0.5955,0.126,0.0001,0.0036000000000000003,True
abundance_t2d,RF,densification,0.42,0.7215,0.6617,0.0597,0.0316,0.1558356164383562,False
abundance_t2d,RF,densification,0.556,0.7215,0.7006,0.0209,0.3279,0.5993954659949622,False
abundance_t2d,RF,densification,0.693,0.7215,0.702,0.0194,0.2126,0.46833027522935783,False
abundance_t2d,RF,remove_features,k=1 / highest_abundance,0.7215,0.718,0.0035,0.8055,0.9220349761526233,False
abundance_t2d,RF,remove_features,k=127 / highest_abundance,0.7215,0.6708,0.0507,0.0327,0.15908108108108107,False
abundance_t2d,RF,remove_features,k=159 / highest_abundance,0.7215,0.7264,-0.0049,0.8389,0.9297439024390243,False
abundance_t2d,RF,remove_features,k=191 / highest_abundance,0.7215,0.7101,0.0113,0.6671,0.8514063604240283,False
abundance_t2d,RF,remove_features,k=222 / highest_abundance,0.7215,0.7081,0.0133,0.6348,0.8314502712477395,False
abundance_t2d,RF,remove_features,k=254 / highest_abundance,0.7215,0.7174,0.0041,0.8834,0.9419644970414202,False
abundance_t2d,RF,remove_features,k=286 / highest_abundance,0.7215,0.7111,0.0104,0.7094,0.8746027397260274,False
abundance_t2d,RF,remove_features,k=32 / highest_abundance,0.7215,0.6972,0.0243,0.2987,0.5644724409448819,False
abundance_t2d,RF,remove_features,k=64 / highest_abundance,0.7215,0.7113,0.0102,0.6467,0.8372423698384202,False
abundance_t2d,RF,remove_features,k=96 / highest_abundance,0.7215,0.7102,0.0113,0.6754,0.8540385288966725,False
abundance_t2d,RF,sparsity,0.856,0.7215,0.7138,0.0077,0.6305,0.8314502712477395,False
abundance_t2d,RF,sparsity,0.883,0.7215,0.704,0.0175,0.3752,0.6447350835322195,False
abundance_t2d,RF,sparsity,0.91,0.7215,0.6943,0.0272,0.2508,0.5159314285714286,False
abundance_t2d,RF,sparsity,0.937,0.7215,0.6899,0.0316,0.2328,0.49298823529411767,False
abundance_t2d,RF,sparsity,0.963,0.7215,0.6983,0.0232,0.4042,0.6720552995391705,False
abundance_t2d,TabDPT,densification,0.147,0.6831,0.526,0.1571,0.0001,0.0036000000000000003,True
abundance_t2d,TabDPT,densification,0.283,0.6831,0.5049,0.1781,0.0,0.0,True
abundance_t2d,TabDPT,densification,0.42,0.6831,0.4949,0.1882,0.0,0.0,True
abundance_t2d,TabDPT,densification,0.556,0.6831,0.5209,0.1621,0.0,0.0,True
abundance_t2d,TabDPT,densification,0.693,0.6831,0.5511,0.132,0.0003,0.008639999999999998,True
abundance_t2d,TabDPT,remove_features,k=1 / highest_abundance,0.6865,0.7064,-0.0198,0.1467,0.3785806451612903,False
abundance_t2d,TabDPT,remove_features,k=127 / highest_abundance,0.6865,0.6201,0.0665,0.0384,0.17066666666666663,False
abundance_t2d,TabDPT,remove_features,k=159 / highest_abundance,0.6865,0.6194,0.0671,0.0364,0.1669299363057325,False
abundance_t2d,TabDPT,remove_features,k=191 / highest_abundance,0.6865,0.6518,0.0348,0.2885,0.5583870967741935,False
abundance_t2d,TabDPT,remove_features,k=222 / highest_abundance,0.6865,0.6748,0.0117,0.7174,0.8764263959390864,False
abundance_t2d,TabDPT,remove_features,k=254 / highest_abundance,0.6865,0.6937,-0.0071,0.8195,0.9277358490566037,False
abundance_t2d,TabDPT,remove_features,k=286 / highest_abundance,0.6865,0.6756,0.0109,0.7334,0.8845025125628141,False
abundance_t2d,TabDPT,remove_features,k=32 / highest_abundance,0.6865,0.6149,0.0716,0.0016,0.024000000000000004,True
abundance_t2d,TabDPT,remove_features,k=64 / highest_abundance,0.6865,0.5943,0.0922,0.0025,0.03272727272727273,True
abundance_t2d,TabDPT,remove_features,k=96 / highest_abundance,0.6865,0.6396,0.0469,0.1621,0.39734237288135593,False
abundance_t2d,TabDPT,sparsity,0.856,0.6831,0.7327,-0.0497,0.0035,0.04064516129032258,True
abundance_t2d,TabDPT,sparsity,0.883,0.6831,0.7091,-0.026,0.2034,0.45622429906542056,False
abundance_t2d,TabDPT,sparsity,0.91,0.6831,0.7279,-0.0449,0.0418,0.18021556886227544,False
abundance_t2d,TabDPT,sparsity,0.937,0.6831,0.7196,-0.0366,0.1306,0.3602758620689655,False
abundance_t2d,TabDPT,sparsity,0.963,0.6831,0.6885,-0.0055,0.8385,0.9297439024390243,False
abundance_t2d,TabICL,densification,0.147,0.7618,0.6118,0.15,0.0,0.0,True
abundance_t2d,TabICL,densification,0.283,0.7618,0.6283,0.1335,0.0,0.0,True
abundance_t2d,TabICL,densification,0.42,0.7618,0.6565,0.1053,0.0001,0.0036000000000000003,True
abundance_t2d,TabICL,densification,0.556,0.7618,0.6736,0.0882,0.0001,0.0036000000000000003,True
abundance_t2d,TabICL,densification,0.693,0.7618,0.7213,0.0405,0.028,0.15008450704225354,False
abundance_t2d,TabICL,remove_features,k=1 / highest_abundance,0.7618,0.7627,-0.0009,0.834,0.9297439024390243,False
abundance_t2d,TabICL,remove_features,k=127 / highest_abundance,0.7618,0.7692,-0.0074,0.6266,0.8314502712477395,False
abundance_t2d,TabICL,remove_features,k=159 / highest_abundance,0.7618,0.755,0.0068,0.7004,0.8698344827586207,False
abundance_t2d,TabICL,remove_features,k=191 / highest_abundance,0.7618,0.7467,0.0151,0.4327,0.7000988764044943,False
abundance_t2d,TabICL,remove_features,k=222 / highest_abundance,0.7618,0.7388,0.023,0.2884,0.5583870967741935,False
abundance_t2d,TabICL,remove_features,k=254 / highest_abundance,0.7618,0.7266,0.0352,0.1265,0.35439688715953305,False
abundance_t2d,TabICL,remove_features,k=286 / highest_abundance,0.7618,0.7149,0.0469,0.0514,0.20791011235955056,False
abundance_t2d,TabICL,remove_features,k=32 / highest_abundance,0.7618,0.7638,-0.002,0.8463,0.9297439024390243,False
abundance_t2d,TabICL,remove_features,k=64 / highest_abundance,0.7618,0.7544,0.0074,0.5538,0.8022857142857143,False
abundance_t2d,TabICL,remove_features,k=96 / highest_abundance,0.7618,0.7715,-0.0097,0.5319,0.7799755600814664,False
abundance_t2d,TabICL,sparsity,0.856,0.7618,0.7591,0.0027,0.7679,0.9048903436988543,False
abundance_t2d,TabICL,sparsity,0.883,0.7618,0.7552,0.0066,0.605,0.8232452830188679,False
abundance_t2d,TabICL,sparsity,0.91,0.7618,0.7485,0.0133,0.4068,0.6733241379310345,False
abundance_t2d,TabICL,sparsity,0.937,0.7618,0.7318,0.03,0.1194,0.34093280632411066,False
abundance_t2d,TabICL,sparsity,0.963,0.7618,0.7186,0.0432,0.0495,0.20365714285714287,False
abundance_t2d,TabPFN,densification,0.147,0.7324,0.6258,0.1066,0.0007,0.0144,True
abundance_t2d,TabPFN,densification,0.283,0.7324,0.6286,0.1038,0.0007,0.0144,True
abundance_t2d,TabPFN,densification,0.42,0.7324,0.6328,0.0996,0.0003,0.008639999999999998,True
abundance_t2d,TabPFN,densification,0.556,0.7324,0.6538,0.0786,0.0009,0.015804878048780488,True
abundance_t2d,TabPFN,densification,0.693,0.7324,0.6957,0.0367,0.0442,0.1854418604651163,False
abundance_t2d,TabPFN,remove_features,k=1 / highest_abundance,0.7324,0.7169,0.0155,0.108,0.3197387755102041,False
abundance_t2d,TabPFN,remove_features,k=127 / highest_abundance,0.7324,0.7133,0.0191,0.4323,0.7000988764044943,False
abundance_t2d,TabPFN,remove_features,k=159 / highest_abundance,0.7324,0.7048,0.0276,0.2689,0.5378,False
abundance_t2d,TabPFN,remove_features,k=191 / highest_abundance,0.7324,0.7089,0.0235,0.3487,0.6175724815724816,False
abundance_t2d,TabPFN,remove_features,k=222 / highest_abundance,0.7324,0.7199,0.0125,0.6254,0.8314502712477395,False
abundance_t2d,TabPFN,remove_features,k=254 / highest_abundance,0.7324,0.7182,0.0142,0.5931,0.8232452830188679,False
abundance_t2d,TabPFN,remove_features,k=286 / highest_abundance,0.7324,0.7089,0.0235,0.3632,0.6301301204819277,False
abundance_t2d,TabPFN,remove_features,k=32 / highest_abundance,0.7324,0.7125,0.0198,0.2848,0.5568780487804879,False
