dataset,model,perturbation,param_value,auroc_baseline,auroc_ood,delta_auroc,p_value,p_value_fdr,significant
abundance_cirrhosis--stagediscovery,XGBoost,densification,0.521,0.9233,0.9126,0.0107,0.2127,0.46833027522935783,False
abundance_cirrhosis--stagediscovery,XGBoost,densification,0.649,0.9233,0.9182,0.0051,0.2489,0.5159314285714286,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=1 / highest_abundance,0.9233,0.9238,-0.0005,0.8471,0.9297439024390243,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=116 / highest_abundance,0.9233,0.8552,0.0681,0.0007,0.0144,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=144 / highest_abundance,0.9233,0.854,0.0692,0.0008,0.015157894736842106,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=173 / highest_abundance,0.9233,0.8341,0.0892,0.0005,0.012,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=202 / highest_abundance,0.9233,0.8299,0.0934,0.0004,0.010285714285714287,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=231 / highest_abundance,0.9233,0.8259,0.0973,0.0009,0.015804878048780488,True
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=260 / highest_abundance,0.9233,0.8472,0.0761,0.0083,0.06948837209302326,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=29 / highest_abundance,0.9233,0.914,0.0093,0.4828,0.7296603773584905,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=58 / highest_abundance,0.9233,0.8933,0.0299,0.043,0.18404733727810652,False
abundance_cirrhosis--stagediscovery,XGBoost,remove_features,k=87 / highest_abundance,0.9233,0.8796,0.0436,0.018,0.1157142857142857,False
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.812,0.9233,0.9027,0.0205,0.0895,0.28421052631578947,False
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.848,0.9233,0.8823,0.041,0.0069,0.0621,False
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.883,0.9233,0.8809,0.0424,0.0069,0.0621,False
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.919,0.9233,0.8713,0.052,0.0014,0.0224,True
abundance_cirrhosis--stagediscovery,XGBoost,sparsity,0.954,0.9233,0.8527,0.0706,0.0005,0.012,True
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.135,0.9278,0.8815,0.0463,0.2658,0.5373854748603352,False
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.26,0.9278,0.9271,0.0007,0.985,0.9946704067321179,False
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.384,0.9278,0.9236,0.0042,0.8997,0.9512246696035243,False
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.509,0.9278,0.9341,-0.0063,0.8638,0.9361077844311378,False
abundance_cirrhosis--stagevalidation,ContextTab,densification,0.634,0.9278,0.9067,0.021,0.5284,0.7780122699386502,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=1 / highest_abundance,0.9278,0.9257,0.0021,0.5987,0.8232452830188679,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=109 / highest_abundance,0.9278,0.8429,0.0849,0.0178,0.1157142857142857,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=131 / highest_abundance,0.9278,0.8128,0.115,0.0134,0.09237735849056604,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=153 / highest_abundance,0.9278,0.7889,0.1388,0.003,0.03724137931034483,True
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=175 / highest_abundance,0.9278,0.7966,0.1311,0.0045,0.04764705882352941,True
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=197 / highest_abundance,0.9278,0.845,0.0827,0.0356,0.16430769230769232,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=22 / highest_abundance,0.9278,0.9116,0.0161,0.4413,0.7046505494505494,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=44 / highest_abundance,0.9278,0.8892,0.0386,0.1545,0.3878466898954704,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=66 / highest_abundance,0.9278,0.8415,0.0863,0.0227,0.12971428571428573,False
abundance_cirrhosis--stagevalidation,ContextTab,remove_features,k=88 / highest_abundance,0.9278,0.8661,0.0617,0.0379,0.17038509316770187,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.797,0.9278,0.9334,-0.0056,0.7896,0.9169548387096773,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.836,0.9278,0.9278,0.0,1.0,1.0,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.874,0.9278,0.9165,0.0112,0.7171,0.8764263959390864,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.913,0.9278,0.8962,0.0316,0.3902,0.656411214953271,False
abundance_cirrhosis--stagevalidation,ContextTab,sparsity,0.951,0.9278,0.8597,0.068,0.1295,0.3602758620689655,False
abundance_cirrhosis--stagevalidation,RF,densification,0.135,0.9488,0.9165,0.0323,0.295,0.563395225464191,False
abundance_cirrhosis--stagevalidation,RF,densification,0.26,0.9488,0.932,0.0168,0.5915,0.8232452830188679,False
abundance_cirrhosis--stagevalidation,RF,densification,0.384,0.9488,0.9607,-0.0119,0.6377,0.8314502712477395,False
abundance_cirrhosis--stagevalidation,RF,densification,0.509,0.9488,0.9846,-0.0358,0.1579,0.39068041237113404,False
abundance_cirrhosis--stagevalidation,RF,densification,0.634,0.9488,0.9474,0.0014,0.9209,0.9665422740524782,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=1 / highest_abundance,0.9488,0.9495,-0.0007,0.974,0.9911424541607898,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=109 / highest_abundance,0.9488,0.9067,0.0421,0.0884,0.28288,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=131 / highest_abundance,0.9488,0.8941,0.0547,0.0868,0.279,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=153 / highest_abundance,0.9488,0.8752,0.0736,0.0342,0.16094117647058825,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=175 / highest_abundance,0.9488,0.8534,0.0954,0.0286,0.15008450704225354,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=197 / highest_abundance,0.9488,0.8843,0.0645,0.0994,0.30070588235294116,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=22 / highest_abundance,0.9488,0.9243,0.0245,0.2911,0.559296,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=44 / highest_abundance,0.9488,0.9565,-0.0077,0.7496,0.8891466227347611,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=66 / highest_abundance,0.9488,0.918,0.0309,0.2505,0.5159314285714286,False
abundance_cirrhosis--stagevalidation,RF,remove_features,k=88 / highest_abundance,0.9488,0.9411,0.0077,0.7007,0.8698344827586207,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.797,0.9488,0.9236,0.0252,0.2078,0.46320743034055734,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.836,0.9488,0.9095,0.0393,0.1838,0.42966233766233763,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.874,0.9488,0.885,0.0638,0.0835,0.2708108108108108,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.913,0.9488,0.8562,0.0926,0.0295,0.15008450704225354,False
abundance_cirrhosis--stagevalidation,RF,sparsity,0.951,0.9488,0.824,0.1248,0.0078,0.06685714285714285,False
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.135,0.7756,0.4965,0.2791,0.0037,0.04228571428571429,True
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.26,0.7756,0.5891,0.1865,0.0432,0.18404733727810652,False
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.384,0.7756,0.5175,0.2581,0.0073,0.06409756097560976,False
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.509,0.7756,0.4993,0.2763,0.0056,0.055232876712328766,False
abundance_cirrhosis--stagevalidation,TabDPT,densification,0.634,0.7756,0.6438,0.1318,0.0984,0.3002033898305085,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=1 / highest_abundance,0.7279,0.8008,-0.0729,0.0979,0.3002033898305085,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=109 / highest_abundance,0.7279,0.6508,0.0771,0.4485,0.7066375545851528,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=131 / highest_abundance,0.7279,0.6536,0.0743,0.4798,0.7288101265822785,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=153 / highest_abundance,0.7279,0.6718,0.0561,0.5634,0.8080637450199204,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=175 / highest_abundance,0.7279,0.6213,0.1066,0.3047,0.5713125,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=197 / highest_abundance,0.7279,0.5933,0.1346,0.2171,0.476560975609756,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=22 / highest_abundance,0.7279,0.6886,0.0393,0.6746,0.8540385288966725,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=44 / highest_abundance,0.7279,0.6816,0.0463,0.649,0.8374193548387098,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=66 / highest_abundance,0.7279,0.6564,0.0715,0.4551,0.7097142857142857,False
abundance_cirrhosis--stagevalidation,TabDPT,remove_features,k=88 / highest_abundance,0.7279,0.6564,0.0715,0.5104,0.7577072164948454,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.797,0.7756,0.7756,0.0,1.0,1.0,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.836,0.7756,0.7391,0.0365,0.5801,0.8141754385964912,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.874,0.7756,0.7546,0.021,0.7786,0.910051948051948,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.913,0.7756,0.7475,0.0281,0.7123,0.8750391822827939,False
abundance_cirrhosis--stagevalidation,TabDPT,sparsity,0.951,0.7756,0.8163,-0.0407,0.5983,0.8232452830188679,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.135,0.9018,0.8429,0.0589,0.3391,0.6081588089330024,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.26,0.9018,0.8878,0.014,0.7856,0.9137835218093698,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.384,0.9018,0.9004,0.0014,0.9759,0.9911424541607898,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.509,0.9018,0.9243,-0.0224,0.5608,0.8080637450199204,False
abundance_cirrhosis--stagevalidation,TabICL,densification,0.634,0.9018,0.9229,-0.021,0.5165,0.7636139630390144,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=1 / highest_abundance,0.9018,0.9158,-0.014,0.3588,0.6270291262135923,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=109 / highest_abundance,0.9018,0.899,0.0028,0.8844,0.9419644970414202,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=131 / highest_abundance,0.9018,0.878,0.0238,0.3348,0.60336,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=153 / highest_abundance,0.9018,0.8569,0.0449,0.09,0.28421052631578947,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=175 / highest_abundance,0.9018,0.8612,0.0407,0.1408,0.3715620437956204,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=197 / highest_abundance,0.9018,0.8976,0.0042,0.8633,0.9361077844311378,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=22 / highest_abundance,0.9018,0.9046,-0.0028,0.8895,0.945997045790251,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=44 / highest_abundance,0.9018,0.8962,0.0056,0.8012,0.920153110047847,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=66 / highest_abundance,0.9018,0.892,0.0098,0.6633,0.849779359430605,False
abundance_cirrhosis--stagevalidation,TabICL,remove_features,k=88 / highest_abundance,0.9018,0.899,0.0028,0.898,0.9508235294117648,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.797,0.9018,0.8822,0.0196,0.4438,0.7046505494505494,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.836,0.9018,0.8962,0.0056,0.8447,0.9297439024390243,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.874,0.9018,0.8892,0.0126,0.7058,0.8731546391752577,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.913,0.9018,0.8401,0.0617,0.0983,0.3002033898305085,False
abundance_cirrhosis--stagevalidation,TabICL,sparsity,0.951,0.9018,0.7714,0.1304,0.0062,0.059519999999999997,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.135,0.9173,0.8752,0.0421,0.2851,0.5568780487804879,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.26,0.9173,0.9088,0.0084,0.8161,0.9272692913385827,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.384,0.9173,0.906,0.0112,0.6809,0.8570769230769231,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.509,0.9173,0.9341,-0.0168,0.6368,0.8314502712477395,False
abundance_cirrhosis--stagevalidation,TabPFN,densification,0.634,0.9173,0.9243,-0.007,0.8677,0.9361077844311378,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=1 / highest_abundance,0.9173,0.9229,-0.0056,0.4488,0.7066375545851528,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=109 / highest_abundance,0.9173,0.8752,0.0421,0.3804,0.6463018867924528,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=131 / highest_abundance,0.9173,0.7349,0.1823,0.0207,0.12317355371900826,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=153 / highest_abundance,0.9173,0.6802,0.237,0.0048,0.049690140845070424,True
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=175 / highest_abundance,0.9173,0.6311,0.2861,0.0015,0.02297872340425532,True
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=197 / highest_abundance,0.9173,0.69,0.2272,0.008,0.06776470588235294,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=22 / highest_abundance,0.9173,0.899,0.0182,0.5926,0.8232452830188679,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=44 / highest_abundance,0.9173,0.8724,0.0449,0.3404,0.6081588089330024,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=66 / highest_abundance,0.9173,0.8107,0.1066,0.0821,0.2699178082191781,False
abundance_cirrhosis--stagevalidation,TabPFN,remove_features,k=88 / highest_abundance,0.9173,0.8597,0.0575,0.265,0.5373854748603352,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.797,0.9173,0.899,0.0182,0.329,0.5993954659949622,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.836,0.9173,0.8836,0.0337,0.1751,0.4160792079207921,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.874,0.9173,0.878,0.0393,0.1543,0.3878466898954704,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.913,0.9173,0.8443,0.0729,0.0511,0.20786440677966103,False
abundance_cirrhosis--stagevalidation,TabPFN,sparsity,0.951,0.9173,0.7896,0.1276,0.0125,0.09183673469387756,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.135,0.892,0.8934,-0.0014,0.9672,0.9911424541607898,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.26,0.892,0.8934,-0.0014,0.9651,0.9911424541607898,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.384,0.892,0.8962,-0.0042,0.8774,0.9397388724035608,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.509,0.892,0.9327,-0.0407,0.1788,0.4212117263843649,False
abundance_cirrhosis--stagevalidation,XGBoost,densification,0.634,0.892,0.9018,-0.0098,0.7418,0.885731343283582,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=1 / highest_abundance,0.892,0.8934,-0.0014,0.9413,0.9759884892086331,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=109 / highest_abundance,0.892,0.8107,0.0813,0.0794,0.26610138248847925,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=131 / highest_abundance,0.892,0.8492,0.0428,0.4453,0.7046505494505494,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=153 / highest_abundance,0.892,0.8275,0.0645,0.2201,0.4787673716012084,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=175 / highest_abundance,0.892,0.8142,0.0778,0.1636,0.39794594594594596,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=197 / highest_abundance,0.892,0.8268,0.0652,0.2379,0.4985581395348837,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=22 / highest_abundance,0.892,0.8738,0.0182,0.6381,0.8314502712477395,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=44 / highest_abundance,0.892,0.8836,0.0084,0.8329,0.9297439024390243,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=66 / highest_abundance,0.892,0.8331,0.0589,0.2116,0.46833027522935783,False
abundance_cirrhosis--stagevalidation,XGBoost,remove_features,k=88 / highest_abundance,0.892,0.8401,0.0519,0.2186,0.4769454545454545,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.797,0.892,0.8268,0.0652,0.1493,0.38254804270462633,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.836,0.892,0.8072,0.0849,0.0802,0.26610138248847925,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.874,0.892,0.7532,0.1388,0.0186,0.11593220338983051,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.913,0.892,0.7784,0.1136,0.0257,0.14125190839694657,False
abundance_cirrhosis--stagevalidation,XGBoost,sparsity,0.951,0.892,0.7153,0.1767,0.003,0.03724137931034483,True
abundance_ibd,ContextTab,densification,0.135,0.9028,0.8167,0.0861,0.0275,0.14887218045112782,False
abundance_ibd,ContextTab,densification,0.261,0.9028,0.82,0.0828,0.0626,0.23597905759162305,False
abundance_ibd,ContextTab,densification,0.386,0.9028,0.8696,0.0332,0.3562,0.6255219512195122,False
abundance_ibd,ContextTab,densification,0.511,0.9028,0.8506,0.0522,0.0529,0.2116,False
abundance_ibd,ContextTab,densification,0.637,0.9028,0.9127,-0.0099,0.4599,0.7113476394849786,False
abundance_ibd,ContextTab,remove_features,k=1 / highest_abundance,0.9028,0.9068,-0.004,0.2382,0.4985581395348837,False
abundance_ibd,ContextTab,remove_features,k=123 / highest_abundance,0.9028,0.8584,0.0445,0.1628,0.39734237288135593,False
abundance_ibd,ContextTab,remove_features,k=147 / highest_abundance,0.9028,0.8694,0.0334,0.2497,0.5159314285714286,False
abundance_ibd,ContextTab,remove_features,k=172 / highest_abundance,0.9028,0.8873,0.0155,0.5792,0.8141754385964912,False
abundance_ibd,ContextTab,remove_features,k=196 / highest_abundance,0.9028,0.8951,0.0078,0.7971,0.9199615384615385,False
abundance_ibd,ContextTab,remove_features,k=221 / highest_abundance,0.9028,0.9031,-0.0002,0.994,0.9981589958158995,False
abundance_ibd,ContextTab,remove_features,k=25 / highest_abundance,0.9028,0.9125,-0.0096,0.5691,0.811390099009901,False
abundance_ibd,ContextTab,remove_features,k=49 / highest_abundance,0.9028,0.9042,-0.0014,0.9458,0.9784137931034482,False
abundance_ibd,ContextTab,remove_features,k=74 / highest_abundance,0.9028,0.8711,0.0318,0.1119,0.32356626506024094,False
abundance_ibd,ContextTab,remove_features,k=98 / highest_abundance,0.9028,0.8687,0.0341,0.2222,0.4818795180722892,False
abundance_ibd,ContextTab,sparsity,0.8,0.9028,0.8927,0.0101,0.5746,0.8121882352941177,False
abundance_ibd,ContextTab,sparsity,0.838,0.9028,0.8791,0.0238,0.2882,0.5583870967741935,False
abundance_ibd,ContextTab,sparsity,0.876,0.9028,0.8595,0.0433,0.1433,0.37273646209386285,False
abundance_ibd,ContextTab,sparsity,0.914,0.9028,0.8334,0.0694,0.0532,0.21162430939226518,False
abundance_ibd,ContextTab,sparsity,0.952,0.9028,0.736,0.1668,0.0069,0.0621,False
abundance_ibd,RF,densification,0.135,0.8762,0.7845,0.0918,0.041,0.17783132530120482,False
abundance_ibd,RF,densification,0.261,0.8762,0.7268,0.1494,0.0034,0.040131147540983604,True
abundance_ibd,RF,densification,0.386,0.8762,0.7393,0.1369,0.0098,0.08,False
abundance_ibd,RF,densification,0.511,0.8762,0.8261,0.0501,0.1561,0.38889965397923876,False
abundance_ibd,RF,densification,0.637,0.8762,0.8944,-0.0181,0.3977,0.6674685314685315,False
abundance_ibd,RF,remove_features,k=1 / highest_abundance,0.8762,0.8967,-0.0205,0.3742,0.6445550239234449,False
abundance_ibd,RF,remove_features,k=123 / highest_abundance,0.8762,0.8311,0.0452,0.1795,0.4212117263843649,False
abundance_ibd,RF,remove_features,k=147 / highest_abundance,0.8762,0.8456,0.0306,0.3571,0.6255766423357664,False
abundance_ibd,RF,remove_features,k=172 / highest_abundance,0.8762,0.8574,0.0188,0.502,0.7483229813664596,False
abundance_ibd,RF,remove_features,k=196 / highest_abundance,0.8762,0.8426,0.0336,0.296,0.5634617414248021,False
abundance_ibd,RF,remove_features,k=221 / highest_abundance,0.8762,0.8708,0.0054,0.8354,0.9297439024390243,False
abundance_ibd,RF,remove_features,k=25 / highest_abundance,0.8762,0.8186,0.0576,0.0296,0.15008450704225354,False
abundance_ibd,RF,remove_features,k=49 / highest_abundance,0.8762,0.8409,0.0353,0.2966,0.5634617414248021,False
abundance_ibd,RF,remove_features,k=74 / highest_abundance,0.8762,0.8511,0.0252,0.4231,0.6931636363636363,False
abundance_ibd,RF,remove_features,k=98 / highest_abundance,0.8762,0.8384,0.0379,0.2701,0.5387036011080333,False
abundance_ibd,RF,sparsity,0.8,0.8762,0.92,-0.0438,0.1796,0.4212117263843649,False
abundance_ibd,RF,sparsity,0.838,0.8762,0.8965,-0.0202,0.6216,0.8314502712477395,False
abundance_ibd,RF,sparsity,0.876,0.8762,0.8485,0.0278,0.606,0.8232452830188679,False
abundance_ibd,RF,sparsity,0.914,0.8762,0.7812,0.0951,0.1628,0.39734237288135593,False
abundance_ibd,RF,sparsity,0.952,0.8762,0.7409,0.1353,0.0442,0.1854418604651163,False
abundance_ibd,TabDPT,densification,0.135,0.7986,0.5548,0.2438,0.0007,0.0144,True
abundance_ibd,TabDPT,densification,0.261,0.7986,0.6541,0.1445,0.0291,0.15008450704225354,False
abundance_ibd,TabDPT,densification,0.386,0.7986,0.5384,0.2602,0.0001,0.0036000000000000003,True
abundance_ibd,TabDPT,densification,0.511,0.7986,0.6146,0.184,0.004,0.045,True
abundance_ibd,TabDPT,densification,0.637,0.7986,0.6729,0.1256,0.0304,0.15306293706293708,False
abundance_ibd,TabDPT,remove_features,k=1 / highest_abundance,0.7746,0.7845,-0.0099,0.6556,0.8429142857142857,False
abundance_ibd,TabDPT,remove_features,k=123 / highest_abundance,0.7746,0.7238,0.0508,0.3136,0.5834418604651163,False
abundance_ibd,TabDPT,remove_features,k=147 / highest_abundance,0.7746,0.7398,0.0348,0.5652,0.8090337972166999,False
abundance_ibd,TabDPT,remove_features,k=172 / highest_abundance,0.7746,0.7727,0.0019,0.976,0.9911424541607898,False
abundance_ibd,TabDPT,remove_features,k=196 / highest_abundance,0.7746,0.7464,0.0282,0.5947,0.8232452830188679,False
abundance_ibd,TabDPT,remove_features,k=221 / highest_abundance,0.7746,0.7656,0.0089,0.8788,0.9397388724035608,False
abundance_ibd,TabDPT,remove_features,k=25 / highest_abundance,0.7746,0.7459,0.0287,0.4579,0.7113476394849786,False
abundance_ibd,TabDPT,remove_features,k=49 / highest_abundance,0.7746,0.7558,0.0188,0.7255,0.8808768971332209,False
abundance_ibd,TabDPT,remove_features,k=74 / highest_abundance,0.7746,0.7468,0.0278,0.6444,0.8359783783783783,False
abundance_ibd,TabDPT,remove_features,k=98 / highest_abundance,0.7746,0.7247,0.0499,0.3519,0.619481662591687,False
abundance_ibd,TabDPT,sparsity,0.8,0.7986,0.8494,-0.0508,0.2799,0.5506229508196722,False
abundance_ibd,TabDPT,sparsity,0.838,0.7986,0.8899,-0.0913,0.0695,0.24529411764705886,False
abundance_ibd,TabDPT,sparsity,0.876,0.7986,0.9007,-0.1021,0.0296,0.15008450704225354,False
abundance_ibd,TabDPT,sparsity,0.914,0.7986,0.92,-0.1214,0.0077,0.06679518072289158,False
abundance_ibd,TabDPT,sparsity,0.952,0.7986,0.8739,-0.0753,0.1507,0.3847659574468085,False
abundance_ibd,TabICL,densification,0.135,0.8739,0.6226,0.2513,0.0,0.0,True
abundance_ibd,TabICL,densification,0.261,0.8739,0.6744,0.1995,0.0002,0.006545454545454546,True
abundance_ibd,TabICL,densification,0.386,0.8739,0.7059,0.168,0.0015,0.02297872340425532,True
abundance_ibd,TabICL,densification,0.511,0.8739,0.7511,0.1228,0.0189,0.11593220338983051,False
abundance_ibd,TabICL,densification,0.637,0.8739,0.8452,0.0287,0.2184,0.4769454545454545,False
abundance_ibd,TabICL,remove_features,k=1 / highest_abundance,0.8739,0.8932,-0.0193,0.0676,0.24095049504950494,False
abundance_ibd,TabICL,remove_features,k=123 / highest_abundance,0.8739,0.8348,0.0391,0.16,0.39452054794520547,False
abundance_ibd,TabICL,remove_features,k=147 / highest_abundance,0.8739,0.8311,0.0428,0.077,0.2615094339622641,False
abundance_ibd,TabICL,remove_features,k=172 / highest_abundance,0.8739,0.832,0.0419,0.1366,0.36695910780669144,False
abundance_ibd,TabICL,remove_features,k=196 / highest_abundance,0.8739,0.8372,0.0367,0.225,0.48379701492537314,False
abundance_ibd,TabICL,remove_features,k=221 / highest_abundance,0.8739,0.8612,0.0127,0.6693,0.8514063604240283,False
abundance_ibd,TabICL,remove_features,k=25 / highest_abundance,0.8739,0.8908,-0.0169,0.3491,0.6175724815724816,False
abundance_ibd,TabICL,remove_features,k=49 / highest_abundance,0.8739,0.8569,0.0169,0.4709,0.7183220338983051,False
abundance_ibd,TabICL,remove_features,k=74 / highest_abundance,0.8739,0.8612,0.0127,0.445,0.7046505494505494,False
abundance_ibd,TabICL,remove_features,k=98 / highest_abundance,0.8739,0.8456,0.0282,0.1923,0.43883544303797467,False
abundance_ibd,TabICL,sparsity,0.8,0.8739,0.8899,-0.016,0.3033,0.5711122715404701,False
abundance_ibd,TabICL,sparsity,0.838,0.8739,0.8913,-0.0174,0.2682,0.5378,False
abundance_ibd,TabICL,sparsity,0.876,0.8739,0.8706,0.0033,0.8575,0.9340393343419061,False
abundance_ibd,TabICL,sparsity,0.914,0.8739,0.8174,0.0565,0.0827,0.2706545454545454,False
abundance_ibd,TabICL,sparsity,0.952,0.8739,0.7769,0.0969,0.0283,0.15008450704225354,False
abundance_ibd,TabPFN,densification,0.135,0.9195,0.7708,0.1487,0.0136,0.09237735849056604,False
abundance_ibd,TabPFN,densification,0.261,0.9195,0.7732,0.1464,0.0205,0.123,False
abundance_ibd,TabPFN,densification,0.386,0.9195,0.8174,0.1021,0.0492,0.2035862068965517,False
abundance_ibd,TabPFN,densification,0.511,0.9195,0.8301,0.0894,0.0443,0.1854418604651163,False
abundance_ibd,TabPFN,densification,0.637,0.9195,0.9186,0.0009,0.9579,0.9866781115879828,False
abundance_ibd,TabPFN,remove_features,k=1 / highest_abundance,0.9195,0.9144,0.0052,0.4524,0.708104347826087,False
abundance_ibd,TabPFN,remove_features,k=123 / highest_abundance,0.9195,0.8631,0.0565,0.135,0.3667924528301887,False
